League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
CROATIA - HNL,21/04/2023,11:00,Lok. Zagreb,Sibenik,1.65,3.6,4.75
NETHERLANDS - EERSTE DIVISIE,21/04/2023,15:00,Willem II,Oss,1.22,7.0,9.5
