League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Uruguay Primera División,2023-06-16,15:00:00,2,Danubio,Torque,1.95,3.45,3.65,1.07,7.5,1.36,3.0,1.92,1.67,3.5,1.29,6.5,1.1,1.88,1.88
Chile Primera División,2023-06-16,19:00:00,12,Huachipato,Magallanes,1.74,3.4,3.8,1.05,11.0,1.3,3.5,1.76,1.89,3.3,1.33,6.5,1.11,1.78,2.0
Uruguay Primera División,2023-06-16,19:00:00,2,Cerro Largo,Liverpool FC Montevideo,3.25,3.4,2.09,1.06,8.0,1.3,3.4,1.95,1.85,3.25,1.33,6.0,1.11,1.75,2.03
Argentina Prim B Nacional,2023-06-16,20:05:00,21,Estudiantes Río Cuarto,Temperley,2.62,3.0,2.52,1.1,6.25,1.5,2.5,2.54,1.4,5.0,1.15,10.5,1.04,2.15,1.61
Ecuador Primera Categoría Serie A,2023-06-16,21:00:00,15,CSD Independiente del Valle,CD El Nacional,1.53,4.33,4.75,1.02,16.0,1.14,4.5,1.46,2.24,2.23,1.58,3.7,1.21,1.67,2.1
Canada Canadian Premier League,2023-06-16,21:00:00,10,Valour FC,Forge FC,2.08,2.99,3.3,1.04,7.0,1.38,2.71,2.15,1.53,4.05,1.18,7.9,1.03,2.1,1.67
Ecuador Primera Categoría Serie A,2023-06-16,21:00:00,15,CSD Independiente del Valle,CD El Nacional,1.53,4.33,4.75,1.02,16.0,1.14,4.5,1.46,2.24,2.23,1.58,3.7,1.21,1.67,2.1
Canada Canadian Premier League,2023-06-16,21:00:00,10,Valour FC,Forge FC,2.08,2.99,3.3,1.04,7.0,1.38,2.71,2.15,1.53,4.05,1.18,7.9,1.03,2.1,1.67
