League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-06-06,04:30:00,17,Suwon,Ulsan,5.0,3.9,1.53,1.04,10.0,1.22,4.0,1.6,2.2,2.35,1.56,4.5,1.17,1.65,2.15
South Korea K League 1,2023-06-06,06:00:00,17,Pohang Steelers,Jeju United,1.91,3.1,3.6,1.06,9.5,1.35,2.95,2.0,1.7,3.6,1.24,6.75,1.07,1.88,1.88
Turkey Süper Lig,2023-06-06,11:00:00,38,Fatih Karagümrük,Kasımpaşa,2.05,3.75,3.1,1.03,17.0,1.21,4.53,1.36,3.1,1.8,1.9,4.65,1.2,1.57,2.34
Turkey Süper Lig,2023-06-06,11:00:00,38,Sivasspor,Kayserispor,1.57,4.1,5.0,1.04,14.0,1.24,4.07,1.6,2.2,2.38,1.53,5.3,1.16,1.65,2.18
Tunisia Ligue 1,2023-06-06,12:30:00,10,Tataouine,Club Africain,5.5,3.3,1.62,1.08,8.45,1.52,2.38,2.0,1.7,4.25,1.18,7.85,1.05,2.45,1.5
Egypt Egyptian Premier League,2023-06-06,13:00:00,31,El Daklyeh FC,Haras El Hodood,2.1,3.0,3.7,1.1,6.68,1.46,2.68,2.35,1.53,4.63,1.18,9.1,1.04,2.28,1.6
Egypt Egyptian Premier League,2023-06-06,13:00:00,31,Pharco,Pyramids FC,5.0,3.5,1.7,1.05,8.0,1.52,2.35,2.35,1.53,4.5,1.17,9.0,1.03,2.1,1.65
Bulgaria First League,2023-06-06,13:30:00,6,Botev Plovdiv,Arda,2.63,3.0,2.55,1.03,10.5,1.25,3.3,1.95,1.75,3.05,1.28,6.0,1.1,1.88,1.88
Bulgaria First League,2023-06-06,13:30:00,6,Slavia Sofia,Lokomotiv Sofia 1929,1.47,3.8,6.0,1.04,9.5,1.29,3.05,2.15,1.62,3.4,1.25,6.75,1.08,2.16,1.66
Turkey Süper Lig,2023-06-06,14:00:00,38,İstanbul Başakşehir,Trabzonspor,2.7,3.45,2.35,1.04,13.0,1.24,4.07,1.7,2.0,2.87,1.42,5.3,1.16,1.57,2.34
Egypt Egyptian Premier League,2023-06-06,15:30:00,31,Coca-Cola,ENPPI,1.7,3.4,5.0,1.05,8.0,1.36,2.88,2.25,1.6,4.5,1.17,9.0,1.03,2.1,1.65
Brazil Serie B,2023-06-06,19:00:00,11,Ponte Preta,ABC,1.73,3.35,5.0,1.08,8.05,1.42,2.65,2.1,1.65,4.17,1.19,7.75,1.05,2.1,1.68
Brazil Serie B,2023-06-06,19:00:00,11,Chapecoense,Vila Nova,2.45,2.9,3.0,1.1,6.5,1.44,2.7,2.3,1.55,4.5,1.2,8.0,1.06,1.95,1.8
Brazil Serie B,2023-06-06,19:00:00,11,Tombense,Vitória,2.4,2.95,3.05,1.1,6.5,1.45,2.6,2.2,1.6,4.75,1.18,8.0,1.06,2.0,1.75
Brazil Serie D,2023-06-06,20:00:00,6,Potiguar Mossoró,Sousa,2.38,3.1,2.75,1.05,10.5,1.3,3.2,1.9,1.72,3.3,1.29,6.1,1.09,1.75,1.95
Brazil Serie C,2023-06-06,20:00:00,7,Náutico,Volta Redonda,1.98,3.24,3.76,1.07,8.0,1.41,2.65,2.3,1.55,4.3,1.19,9.5,1.05,2.05,1.68
Colombia Categoria Primera B,2023-06-06,20:00:00,21,Cortuluá,Patriotas Boyacá,2.95,3.0,2.45,1.09,7.75,1.43,2.63,2.35,1.55,4.23,1.19,7.9,1.05,1.98,1.78
Brazil Serie B,2023-06-06,21:30:00,11,Atlético GO,Ceará,2.05,2.9,3.9,1.07,7.5,1.36,2.95,2.0,1.7,3.75,1.25,7.0,1.08,1.9,1.78
Brazil Serie B,2023-06-06,21:30:00,11,Botafogo SP,Ituano,2.05,3.0,3.75,1.1,6.5,1.45,2.6,2.35,1.53,4.75,1.18,8.0,1.06,2.05,1.68
Colombia Categoria Primera B,2023-06-06,22:05:00,21,Valledupar,Cúcuta Deportivo,2.9,2.95,2.5,1.05,6.9,1.42,2.57,2.4,1.53,4.33,1.16,8.6,1.02,1.95,1.72
