League,N1,N2,N3
ARGENTINA - PRIMERA NACIONAL,Under25,Under25,Under25
ARMENIA - PREMIER LEAGUE,Under25,Under25,Under25
BOLIVIA - DIVISION PROFESIONAL,Under25,Under25,Over25
BRAZIL - SERIE B,Under25,Under25,Under25
BULGARIA - PARVA LIGA,Over25,Under25,Over25
CHILE - PRIMERA DIVISION,Over25,Under25,Under25
COLOMBIA - PRIMERA A,Under25,Under25,Over25
ENGLAND - CHAMPIONSHIP,Over25,Under25,Over25
ENGLAND - LEAGUE ONE,Over25,Under25,Over25
ENGLAND - LEAGUE TWO,Over25,Over25,Under25
INDIA - I-LEAGUE,Over25,Under25,Under25
INDIA - ISL,Under25,Over25,Over25
PANAMA - LPF,Over25,Under25,Over25
PARAGUAY - PRIMERA DIVISION,Over25,Over25,Under25
SCOTLAND - PREMIERSHIP,Under25,Under25,Under25
SENEGAL - LIGUE 1,Under25,Under25,Under25
USA - MLS,Under25,Over25,Under25
