League,N1,N2,N3
Argentina Prim B Nacional,H,A,A
Argentina Primera División,D,D,H
Australia A-League,H,H,H
Austria Bundesliga,H,D,H
Belgium Pro League,A,A,D
Bolivia LFPB,A,A,A
Brazil Serie A,D,D,A
Brazil Serie B,D,D,H
Brazil Serie C,A,A,D
Brazil Serie D,D,D,H
Bulgaria First League,H,D,H
Canada Canadian Premier League,A,H,D
Chile Primera B,H,H,H
Chile Primera División,D,D,H
Chile Segunda División,H,H,A
China Chinese Super League,H,D,H
Colombia Categoria Primera A,H,A,H
Colombia Categoria Primera B,H,D,D
Croatia Prva HNL,D,H,H
Czech Republic First League,A,A,H
Denmark 1st Division,A,A,D
Denmark Superliga,H,D,A
Ecuador Primera Categoría Serie A,H,D,H
Egypt Egyptian Premier League,D,A,A
England Championship,D,H,D
England EFL League One,H,D,D
England EFL League Two,H,D,A
England National League,D,H,A
England Premier League,H,H,D
Finland Veikkausliiga,D,A,A
France Ligue 1,H,A,D
France Ligue 2,H,D,H
Germany 2. Bundesliga,H,A,D
Germany Bundesliga,H,D,D
Greece Super League,H,H,H
Hungary NB I,H,D,H
Italy Serie A,H,D,H
Italy Serie B,H,H,D
Japan J1 League,A,A,H
Japan J2 League,H,D,H
Mexico Ascenso MX,A,D,A
Mexico Liga MX,D,H,A
Netherlands Eerste Divisie,H,D,H
Netherlands Eredivisie,H,H,H
Netherlands Tweede Divisie,H,H,H
Norway Eliteserien,H,H,H
Paraguay Division Profesional,H,H,A
Peru Primera División,H,H,H
Poland Ekstraklasa,H,A,D
Portugal Liga NOS,H,D,A
Portugal LigaPro,A,A,A
Republic of Ireland Premier Division,H,H,H
Romania Liga I,A,A,A
Scotland Premiership,H,D,A
Serbia SuperLiga,H,H,H
Slovakia Super Liga,H,H,D
Slovenia PrvaLiga,D,H,H
South Korea K League 1,D,D,D
South Korea K League 2,A,D,H
Spain La Liga,A,D,H
Spain Segunda División,A,D,H
Sweden Allsvenskan,D,H,A
Switzerland Super League,D,D,D
Tunisia Ligue 1,H,D,A
Turkey Süper Lig,H,A,H
USA MLS,D,H,D
USA USL Championship,H,A,H
Ukraine Ukrainian Premier League,D,H,D
Uruguay Primera División,D,H,A
Uruguay Segunda División,A,D,H
Venezuela Primera División,D,A,A
