League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Mexico Ascenso MX,2023-04-19,00:05:00,17,Cimarrones de Sonora,Morelia,2.02,3.2,3.46,1.05,9.0,1.28,3.5,1.95,1.8,3.5,1.28,5.5,1.12,1.8,1.95
Ukraine Ukrainian Premier League,2023-04-19,07:00:00,10,Inhulets,Rukh Vynnyky,2.45,2.65,3.2,1.06,10.0,1.35,3.0,2.32,1.57,3.6,1.25,6.5,1.08,1.89,1.87
South Korea K League 2,2023-04-19,07:00:00,8,Gimpo Citizen,Busan I'Park,2.33,2.98,2.98,1.08,7.0,1.4,2.8,2.12,1.59,4.0,1.22,7.5,1.07,1.9,1.83
South Korea K League 2,2023-04-19,07:30:00,8,Sangju Sangmu,Jeonnam Dragons,2.13,3.1,3.2,1.07,7.5,1.36,3.0,1.99,1.67,3.75,1.25,7.0,1.08,1.83,1.9
South Korea K League 2,2023-04-19,07:30:00,8,Cheonan City,Ansan Greeners,3.05,3.05,2.23,1.08,7.0,1.36,2.95,2.07,1.62,3.75,1.25,7.0,1.08,1.85,1.9
Turkey Süper Lig,2023-04-19,11:00:00,30,İstanbulspor,Antalyaspor,2.71,3.35,2.32,1.02,10.0,1.22,3.8,1.77,1.87,2.85,1.33,6.5,1.08,1.67,2.1
Turkey Süper Lig,2023-04-19,11:00:00,30,Kayserispor,Kasımpaşa,2.29,3.4,2.78,1.02,10.0,1.18,4.05,1.74,1.94,2.34,1.56,5.25,1.18,1.63,2.1
Finland Veikkausliiga,2023-04-19,12:00:00,3,KuPS,Honka,2.35,3.05,2.93,1.07,8.0,1.34,3.0,2.29,1.55,3.5,1.26,6.75,1.09,1.85,1.83
Finland Veikkausliiga,2023-04-19,12:00:00,3,HJK,VPS,1.37,4.5,7.0,1.04,10.5,1.24,3.7,1.83,1.87,2.75,1.38,5.0,1.14,1.8,1.88
Turkey Süper Lig,2023-04-19,13:00:00,30,Beşiktaş,Hatayspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2023-04-19,13:30:00,1,Lillestrøm,Strømsgodset,1.57,4.3,4.64,1.03,17.0,1.2,4.5,1.58,2.23,2.4,1.57,4.75,1.19,1.7,2.05
Netherlands Eredivisie,2023-04-19,13:45:00,25,Go Ahead Eagles,RKC Waalwijk,2.02,3.6,3.42,1.04,12.0,1.26,3.67,1.7,2.08,3.14,1.34,5.87,1.12,1.7,2.15
Turkey Süper Lig,2023-04-19,14:30:00,30,Konyaspor,Adana Demirspor,2.45,3.35,2.79,1.04,10.5,1.22,3.9,1.65,2.11,2.65,1.42,4.75,1.16,1.6,2.2
Turkey Süper Lig,2023-04-19,14:30:00,30,İstanbul Başakşehir,Fenerbahçe,3.78,3.65,1.9,1.04,14.0,1.24,4.08,1.7,2.03,2.86,1.43,5.3,1.16,1.68,2.1
England Championship,2023-04-19,15:45:00,43,Blackburn Rovers,Coventry City,2.4,3.2,2.98,1.07,9.0,1.38,3.1,2.01,1.75,3.75,1.28,8.0,1.08,1.85,1.82
England Championship,2023-04-19,15:45:00,43,Queens Park Rangers,Norwich City,3.21,3.35,2.2,1.06,10.0,1.36,3.2,2.01,1.75,3.75,1.28,7.5,1.09,1.83,1.96
England Championship,2023-04-19,15:45:00,43,Swansea City,Preston North End,2.12,3.35,3.39,1.06,10.0,1.33,3.3,1.97,1.78,3.6,1.3,7.5,1.09,1.83,1.83
England Championship,2023-04-19,15:45:00,43,Watford,Cardiff City,1.9,3.4,4.09,1.04,8.0,1.38,2.95,2.12,1.67,4.05,1.23,8.75,1.07,1.91,1.8
England Championship,2023-04-19,16:00:00,43,Middlesbrough,Hull City,1.47,4.45,6.25,1.03,16.0,1.25,3.6,1.65,2.16,2.8,1.38,5.0,1.13,1.73,2.0
England Championship,2023-04-19,16:00:00,43,Reading,Luton Town,4.55,3.45,1.8,1.06,9.75,1.38,2.8,2.21,1.62,3.8,1.22,7.0,1.07,2.0,1.73
Colombia Categoria Primera B,2023-04-19,16:00:00,13,Bogotá,Orsomarso,2.0,3.2,3.42,1.07,8.5,1.4,2.7,2.16,1.62,3.9,1.21,7.35,1.06,1.95,1.73
Egypt Egyptian Premier League,2023-04-19,16:15:00,26,National Bank of Egypt,Haras El Hodood,2.0,3.15,3.48,1.08,7.0,1.44,2.4,2.36,1.52,4.32,1.2,8.0,1.06,2.1,1.67
Egypt Egyptian Premier League,2023-04-19,16:15:00,26,El Geish,Coca-Cola,4.14,2.85,1.95,1.1,6.75,1.44,2.4,2.44,1.49,4.8,1.17,8.9,1.05,2.12,1.64
Egypt Egyptian Premier League,2023-04-19,16:15:00,26,Pharco,Ghazl El Mehalla,1.95,2.85,4.14,1.14,5.0,1.5,2.35,2.73,1.4,5.75,1.12,12.5,1.03,2.37,1.51
Colombia Categoria Primera B,2023-04-19,17:00:00,13,Real Santander,Llaneros,2.25,2.85,3.23,1.12,5.75,1.5,2.3,2.73,1.4,4.65,1.1,10.75,1.03,2.0,1.62
Colombia Categoria Primera B,2023-04-19,17:00:00,13,Barranquilla,Leones,2.91,3.15,2.25,1.06,9.5,1.33,3.03,2.06,1.68,3.52,1.26,6.55,1.08,1.85,1.91
Colombia Categoria Primera B,2023-04-19,17:30:00,13,Atlético,Tigres,2.25,2.95,3.11,1.09,7.75,1.49,2.55,2.56,1.45,4.2,1.19,7.8,1.05,1.98,1.72
Mexico Ascenso MX,2023-04-19,20:00:00,17,Tapatío,Mineros de Zacatecas,1.99,3.46,3.49,1.05,9.0,1.25,3.75,1.79,1.94,2.75,1.4,5.0,1.14,1.67,2.1
Colombia Categoria Primera B,2023-04-19,20:00:00,13,Deportes Quindío,Real Cartagena,1.7,3.5,4.33,1.06,9.8,1.35,2.95,2.25,1.57,3.6,1.25,6.6,1.08,2.0,1.71
Colombia Categoria Primera B,2023-04-19,20:30:00,13,Cortuluá,Universitario Popayán,1.74,3.5,4.66,1.01,9.25,1.27,3.1,2.1,1.66,3.4,1.22,6.0,1.05,2.07,1.75
Colombia Categoria Primera A,2023-04-19,22:00:00,12,Boyacá Chicó,América de Cali,2.76,2.9,2.58,1.07,7.5,1.33,3.25,2.19,1.6,3.5,1.29,6.5,1.1,1.8,1.91
Mexico Ascenso MX,2023-04-19,22:05:00,17,Celaya,CA La Paz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
