League,N1,N2,N3
ARGENTINA - COPA DE LA LIGA PROFESIONAL,A,A,A
AUSTRALIA - A-LEAGUE,H,A,A
BAHRAIN - PREMIER LEAGUE,H,A,A
BRAZIL - SERIE A,H,A,H
COLOMBIA - PRIMERA A,A,D,H
COSTA RICA - PRIMERA DIVISION,H,D,A
DOMINICAN REPUBLIC - LDF,A,D,H
ENGLAND - CHAMPIONSHIP,A,H,A
ENGLAND - LEAGUE ONE,D,A,D
ENGLAND - LEAGUE TWO,H,A,H
ESTONIA - MEISTRILIIGA,H,H,D
GEORGIA - CRYSTALBET EROVNULI LIGA,D,H,D
INDONESIA - LIGA 1,D,H,D
MEXICO - LIGA DE EXPANSION MX,A,D,A
MOLDOVA - SUPER LIGA,A,D,A
MONGOLIA - PREMIER LEAGUE,A,A,A
NIGERIA - NPFL,A,D,H
NORTHERN IRELAND - NIFL CHAMPIONSHIP,A,A,A
NORTHERN IRELAND - NIFL PREMIERSHIP,H,D,D
PANAMA - LPF,D,H,A
PORTUGAL - LIGA PORTUGAL,D,D,D
QATAR - QSL,D,D,A
SCOTLAND - LEAGUE ONE,H,A,A
SWEDEN - SUPERETTAN,D,D,A
URUGUAY - PRIMERA DIVISION,H,H,H
