League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
SPAIN - LALIGA,24/05/2023,14:30,Elche,Sevilla,4.0,3.75,1.91
ENGLAND - PREMIER LEAGUE,24/05/2023,16:00,Brighton,Manchester City,4.0,4.2,1.8
