Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,13/04/2024,02:00,Gyeongnam,Cheongju,1.95,3.25,3.4
2,HONG KONG - PREMIER LEAGUE,13/04/2024,04:00,Eastern AA,Resources Capital,1.12,6.9,21.0
3,SOUTH KOREA - K LEAGUE 1,13/04/2024,04:30,Ulsan HD,Gangwon,1.7,3.25,4.75
4,ROMANIA - LIGA 2,13/04/2024,05:00,Concordia,CSM Slatina,1.91,3.3,3.8
5,INDIA - I-LEAGUE,13/04/2024,06:00,Real Kashmir,Namdhari,1.42,4.4,6.3
6,ALBANIA - SUPERLIGA,13/04/2024,10:00,KF Tirana,Kukesi,1.6,3.75,4.65
7,RUSSIA - PREMIER LEAGUE,13/04/2024,10:30,Akhmat Grozny,Baltika,2.2,3.37,3.8
8,ARMENIA - PREMIER LEAGUE,13/04/2024,11:00,Urartu,BKMA,1.39,4.45,6.0
9,ENGLAND - PREMIER LEAGUE,13/04/2024,11:00,Manchester City,Luton,1.1,11.0,19.0
10,SPAIN - PRIMERA RFEF,13/04/2024,11:00,Cornella,Arenteiro,2.38,2.8,3.0
11,SCOTLAND - LEAGUE TWO,13/04/2024,11:00,East Fife,Bonnyrigg Rose,2.0,3.25,3.3
12,SPAIN - PRIMERA RFEF,13/04/2024,11:00,Cordoba,Alcoyano,1.4,3.8,7.5
13,SPAIN - PRIMERA RFEF,13/04/2024,11:00,Merida AD,Algeciras,2.2,2.9,3.2
14,SCOTLAND - PREMIERSHIP,13/04/2024,11:00,Celtic,St. Mirren,1.2,6.5,15.0
15,ENGLAND - CHAMPIONSHIP,13/04/2024,11:00,Hull,QPR,2.05,3.4,3.75
16,ENGLAND - LEAGUE ONE,13/04/2024,11:00,Derby,Leyton Orient,1.5,4.2,7.0
17,SERBIA - PRVA LIGA,13/04/2024,11:00,Jedinstvo U.,Dubocica,1.65,3.15,5.3
18,PORTUGAL - LIGA PORTUGAL 2,13/04/2024,11:30,Tondela,Penafiel,1.85,3.3,4.2
19,BELARUS - VYSSHAYA LIGA,13/04/2024,12:00,Isloch,Arsenal Dzyarzhynsk,1.61,3.74,6.11
20,SPAIN - PRIMERA RFEF,13/04/2024,13:00,Cultural Leonesa,R. Sociedad B,1.95,2.88,4.0
21,MOROCCO - BOTOLA PRO,13/04/2024,13:00,Maghreb Fez,Youssoufia Berrechid,1.67,3.25,4.75
22,ITALY - SERIE C,13/04/2024,13:30,Trento,Pro Vercelli,2.52,2.77,3.1
23,SENEGAL - LIGUE 1,13/04/2024,13:30,Diambars,Mbour,2.42,2.7,3.05
24,MONTENEGRO - PRVA CRNOGORSKA LIGA,13/04/2024,14:00,Mornar Bar,Mladost DG,1.9,3.25,3.9
25,BULGARIA - PARVA LIGA,13/04/2024,14:15,Cherno More,Levski Sofia,2.38,3.1,3.25
26,MOROCCO - BOTOLA PRO,13/04/2024,15:00,FUS Rabat,Union Touarga,2.0,3.0,3.6
27,BRAZIL - BRASILEIRO WOMEN,13/04/2024,15:00,America Mineiro W,Atletico-MG W,1.53,4.0,4.75
28,SPAIN - PRIMERA RFEF,13/04/2024,15:00,Sestao,R. Union,1.95,3.0,3.75
29,ARGENTINA - PRIMERA NACIONAL,13/04/2024,15:00,Brown Adrogue,Atletico Atlanta,2.7,2.88,3.0
30,ARGENTINA - PRIMERA NACIONAL,13/04/2024,15:05,Temperley,Almirante Brown,2.0,2.8,5.0
31,ARGENTINA - PRIMERA NACIONAL,13/04/2024,15:30,Almagro,Defensores Unidos,2.15,3.0,3.8
32,ANDORRA - PRIMERA DIVISIÓ,13/04/2024,15:30,UE Santa Coloma,Penya,1.52,4.0,5.0
33,ITALY - SERIE C,13/04/2024,15:45,Padova,Atalanta U23,1.82,3.35,4.3
34,COLOMBIA - PRIMERA A,13/04/2024,16:00,Fortaleza,Once Caldas,1.95,3.2,4.5
35,ARGENTINA - PRIMERA NACIONAL,13/04/2024,16:00,Gimnasia Mendoza,Aldosivi,1.75,3.4,5.25
36,PERU - LIGA 1,13/04/2024,16:30,Alianza Atl.,Union Comercio,1.6,3.75,5.75
37,MOROCCO - BOTOLA PRO,13/04/2024,17:00,Hassania Agadir,Mouloudia Oujda,1.73,3.1,4.75
38,ARGENTINA - PRIMERA NACIONAL,13/04/2024,17:05,Agropecuario,CA Estudiantes,1.91,3.1,5.0
39,BRAZIL - SERIE A,13/04/2024,18:30,Criciuma,Juventude,2.25,3.3,3.4
40,ARGENTINA - COPA DE LA LIGA PROFESIONAL,13/04/2024,19:00,Huracan,Atl. Tucuman,2.1,3.25,3.75
41,ARGENTINA - PRIMERA NACIONAL,13/04/2024,19:10,All Boys,Talleres (R.E),2.38,3.0,3.3
42,URUGUAY - PRIMERA DIVISION,13/04/2024,20:00,Maldonado,Cerro Largo,2.38,3.0,3.2
43,ECUADOR - LIGA PRO,13/04/2024,20:00,Emelec,Cumbaya,1.22,5.75,11.0
44,VENEZUELA - LIGA FUTVE,13/04/2024,20:00,Angostura,Inter de Barinas,1.75,3.3,4.55
45,CANADA - CANADIAN PREMIER LEAGUE,13/04/2024,20:00,Pacific FC,HFX Wanderers,1.93,3.6,3.65
46,USA - MLS,13/04/2024,20:30,New York City,New England Revolution,1.75,3.8,4.75
47,BRAZIL - SERIE A,13/04/2024,21:00,Fluminense,Bragantino,1.95,3.4,4.2
48,FIJI - PREMIER LEAGUE,13/04/2024,22:00,Rewa,Nadroga,1.49,4.39,5.48
