,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SPAIN - PRIMERA RFEF,10/09/2023,07:00,Fuenlabrada,Lugo,2.25,3.1,3.1
2,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,CD Portosantense,Gondomar,1.95,3.25,3.4
3,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Louletano,Imortal,2.0,3.25,3.25
4,SERBIA - PRVA LIGA,10/09/2023,11:30,Tekstilac Odzaci,Dubocica,2.2,3.1,3.0
5,URUGUAY - PRIMERA DIVISION,10/09/2023,12:30,Boston River,Maldonado,2.38,3.2,3.0
6,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,12:30,Anadia,Sanjoanense,1.8,3.2,4.0
7,ITALY - SERIE C,10/09/2023,15:45,Padova,Legnago Salus,1.88,3.15,4.3
8,BRAZIL - BRASILEIRO WOMEN,10/09/2023,16:00,Corinthians W,Ferroviaria W,1.36,4.45,8.25
9,ARGENTINA - PRIMERA NACIONAL,10/09/2023,16:30,Chaco For Ever,Quilmes,2.3,3.2,3.25
10,USA - MLS,10/09/2023,21:00,Los Angeles Galaxy,St. Louis City,1.83,3.8,4.0
11,ARGENTINA - PRIMERA NACIONAL,10/09/2023,21:30,Ind. Rivadavia,Brown Adrogue,1.95,3.0,5.0
