Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/08/2023,05:30,AUSTRIA - 2. LIGA,Lafnitz,Grazer AK,3.65,3.74,1.94,1.71,1.61,2.25,1.01,1.32,1.19,4.75,1.13
2,27/08/2023,09:15,SWITZERLAND - CHALLENGE LEAGUE,Baden,Wil,4.1,3.94,1.79,1.67,1.61,2.25,11.5,1.31,1.17,4.5,1.15
3,27/08/2023,10:00,FINLAND - VEIKKAUSLIIGA,Haka,KuPS,4.33,3.6,1.8,2.03,1.91,1.91,1.05,1.4,1.3,7.0,1.1
4,27/08/2023,11:00,NORTH MACEDONIA - 1. MFL,Rabotnicki,Shkendija,3.4,3.78,1.92,1.51,1.48,2.57,15.0,1.23,1.12,3.88,1.2
5,27/08/2023,11:00,BELARUS - VYSSHAYA LIGA,Energetik-BGU,Neman,5.66,3.74,1.63,2.22,2.16,1.66,1.04,1.47,1.36,7.6,1.04
6,27/08/2023,11:00,ESTONIA - MEISTRILIIGA,Narva,Paide,4.02,3.48,1.84,2.0,1.83,1.93,1.02,1.4,1.3,6.45,1.07
7,27/08/2023,12:00,MOLDOVA - SUPER LIGA,Floresti,Petrocub,4.81,4.1,1.57,1.97,2.0,1.77,1.03,1.39,1.32,5.7,1.1
8,27/08/2023,12:00,FINLAND - VEIKKAUSLIIGA,AC Oulu,HJK,4.5,3.6,1.75,2.03,1.91,1.91,1.06,1.4,1.3,7.0,1.1
9,27/08/2023,18:00,DOMINICAN REPUBLIC - LDF,Vega Real,Cibao,4.36,3.36,1.81,2.25,2.01,1.76,1.05,1.47,1.38,8.0,1.05
10,27/08/2023,20:00,ECUADOR - LIGA PRO,Gualaceo,LDU Quito,4.0,3.75,1.83,1.85,1.8,1.91,1.05,1.36,1.25,6.0,1.13
