Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/08/2024,00:00,MEXICO - LIGA DE EXPANSION MX,Atletico La Paz,Atlante,4.05,3.4,1.82,2.07,1.98,1.65,1.06,1.42,1.37,6.84,1.09
2,03/08/2024,08:30,SCOTLAND - PREMIERSHIP,Hearts,Rangers,5.0,4.33,1.55,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.22
3,03/08/2024,09:45,POLAND - EKSTRAKLASA,GKS Katowice,Rakow,4.5,3.7,1.65,1.98,1.95,1.8,1.05,1.4,1.29,6.5,1.11
4,03/08/2024,11:45,UZBEKISTAN - SUPER LEAGUE,Din. Samarkand,Navbahor Namangan,3.95,3.2,1.9,2.07,1.9,1.72,1.04,1.42,1.37,7.5,1.04
5,03/08/2024,14:35,POLAND - DIVISION 1,Polonia Warszawa,Arka Gdynia,3.75,3.3,1.9,1.98,1.8,1.91,1.05,1.4,1.29,6.5,1.11
6,03/08/2024,15:15,SLOVENIA - PRVA LIGA,Mura,Celje,5.2,4.2,1.53,1.7,1.8,1.91,1.04,1.34,1.23,4.45,1.17
7,03/08/2024,16:00,ROMANIA - LIGA 1,FC Botosani,FCSB,4.0,3.7,1.73,1.88,1.8,1.91,1.04,1.36,1.25,6.0,1.13
8,03/08/2024,16:00,CHILE - PRIMERA DIVISION,Huachipato,Colo Colo,3.6,3.6,1.95,1.93,1.8,1.91,1.05,1.4,1.29,6.5,1.11
9,03/08/2024,17:00,PERU - LIGA 1,Comerciantes Unidos,Alianza Lima,4.75,3.75,1.7,2.1,2.1,1.67,1.06,1.44,1.36,8.0,1.08
10,03/08/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Royal Pari,Bolivar,3.4,3.7,1.85,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
11,03/08/2024,21:00,ECUADOR - LIGA PRO,Imbabura,Barcelona SC,4.2,3.6,1.7,1.8,1.73,2.0,1.04,1.36,1.25,5.5,1.14
12,03/08/2024,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Tampa Bay,4.75,3.95,1.57,1.7,1.72,2.0,1.04,1.33,1.22,4.35,1.18
