,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WxQxSGyJ,18/08/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Meizhou Hakka,ROUND 23,1.22,7.0,12.0,1.2,4.33,1.01,23.0,1.1,7.0,1.33,3.4,1.83,1.83,3.0,1.36,1.8,1.95,1.21,4.25,,,23.0,34.0,51.0,126.0,11.0,13.0,29.0,67.0,8.0,10.0,21.0,51.0,8.5,10.0,23.0,51.0,201.0
2,dYzzx6U1,18/08/2023,13:10,AUSTRIA - 2. LIGA,Ried,Leoben,ROUND 4,2.33,3.58,2.87,1.33,3.14,10.5,1.05,1.21,3.74,1.76,2.06,2.75,1.37,5.0,1.12,1.6,2.27,,,,,10.0,9.5,13.0,26.0,7.5,5.5,8.5,17.0,10.0,7.0,9.5,23.0,17.0,13.0,17.0,36.0,201.0
3,nDQYd76R,18/08/2023,13:10,AUSTRIA - 2. LIGA,Floridsdorfer AC,Lafnitz,ROUND 4,2.0,3.62,3.56,1.35,3.04,1.01,10.0,1.22,3.64,1.81,2.0,2.84,1.35,5.25,1.11,1.67,2.15,,,,,10.0,10.0,15.0,34.0,7.0,5.5,9.5,20.0,8.5,7.0,9.5,26.0,14.0,12.0,18.0,41.0,201.0
4,Sb6Xm5Zq,18/08/2023,14:00,SPAIN - LALIGA2,Andorra,FC Cartagena SAD,ROUND 2,1.91,3.4,4.2,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.0,1.73,1.9,1.95,1.23,4.0,8.0,10.0,19.0,41.0,6.0,6.5,15.0,41.0,8.5,9.0,17.0,41.0,15.0,17.0,34.0,67.0,201.0
5,0xIOEXr8,18/08/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Dordrecht,ROUND 2,1.33,5.0,9.5,1.25,3.75,1.03,15.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.83,1.83,1.33,3.3,,,15.0,23.0,41.0,101.0,8.5,9.5,26.0,51.0,7.0,9.5,19.0,51.0,8.5,11.0,26.0,51.0,251.0
6,21AcKDAO,18/08/2023,15:00,NETHERLANDS - EREDIVISIE,Heracles,Nijmegen,ROUND 2,2.38,3.5,2.9,1.3,3.4,1.03,15.0,1.17,5.0,1.6,2.3,2.38,1.53,4.33,1.2,1.5,2.5,2.3,1.6,1.4,2.85,15.0,13.0,17.0,29.0,11.0,7.0,11.0,21.0,13.0,9.5,11.0,23.0,23.0,17.0,21.0,34.0,101.0
7,CYKMcHBk,18/08/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Al Taawon,ROUND 2,1.33,4.75,9.5,1.29,3.5,1.03,10.0,1.17,4.5,1.57,2.35,2.38,1.53,4.0,1.22,1.91,1.8,1.33,3.3,,,13.0,26.0,41.0,101.0,8.0,9.5,29.0,51.0,7.0,9.5,19.0,51.0,8.5,12.0,26.0,51.0,201.0
8,63IQbTyF,18/08/2023,15:30,AUSTRIA - 2. LIGA,Grazer AK,Sturm Graz (Am),ROUND 4,1.49,4.65,5.86,1.25,3.72,1.01,15.5,1.12,4.95,1.46,2.45,2.26,1.64,3.64,1.22,1.61,2.25,,,,,15.0,19.0,36.0,91.0,7.5,7.5,15.0,36.0,7.0,6.5,11.0,34.0,9.0,8.5,14.0,36.0,201.0
9,xvBgIavj,18/08/2023,19:00,URUGUAY - PRIMERA DIVISION,Maldonado,Plaza Colonia,CLAUSURA ,1.95,3.5,3.75,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.83,1.83,1.98,1.88,1.28,3.55,10.0,11.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
