,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,21/10/2023,01:30,Macarthur FC,Brisbane Roar,2.55,3.6,2.63
2,ROMANIA - LIGA 2,21/10/2023,05:00,CSC Dumbravita,Alexandria,2.1,3.25,3.35
3,ROMANIA - LIGA 2,21/10/2023,05:00,CSM Resita,Tunari,1.85,3.5,3.95
4,AUSTRALIA - A-LEAGUE,21/10/2023,05:45,Sydney FC,Melbourne Victory,2.0,3.75,3.5
5,MALTA - PREMIER LEAGUE,21/10/2023,10:00,Floriana,Naxxar,1.31,5.1,7.6
6,MALTA - PREMIER LEAGUE,21/10/2023,10:00,Birkirkara,Mosta,1.65,3.9,4.45
7,NORWAY - OBOS-LIGAEN,21/10/2023,10:00,Mjondalen,Start,2.38,3.6,2.8
8,MALTA - PREMIER LEAGUE,21/10/2023,12:15,Hamrun,Sliema,1.42,4.5,6.1
9,SERBIA - PRVA LIGA,21/10/2023,13:00,Dubocica,Sloboda,2.1,2.87,3.5
10,NETHERLANDS - EREDIVISIE,21/10/2023,13:45,PSV,Sittard,1.13,8.5,19.0
11,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,21/10/2023,15:00,Al Ahli SC,Al Wehda,1.29,4.75,9.0
12,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,21/10/2023,15:45,Zeljeznicar,Zvijezda 09,1.42,4.35,6.5
13,NETHERLANDS - EREDIVISIE,21/10/2023,16:00,Feyenoord,Vitesse,1.14,8.5,17.0
14,BOLIVIA - DIVISION PROFESIONAL,21/10/2023,21:00,Guabira,Libertad Gran Mamore,1.5,3.8,5.5
15,USA - MLS,21/10/2023,22:00,Los Angeles Galaxy,FC Dallas,2.38,3.8,2.7
16,COSTA RICA - PRIMERA DIVISION,21/10/2023,23:00,Herediano,Puntarenas FC,1.4,4.2,7.0
