Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MOROCCO - BOTOLA PRO,14/02/2024,12:00,Renaissance Zemamra,FAR Rabat,7.5,3.8,1.4
2,ITALY - SERIE C,14/02/2024,14:30,Latina,Catania,3.15,2.87,2.4
3,MOROCCO - BOTOLA PRO,14/02/2024,16:00,Jeunesse Sportive Soualem,Wydad,5.25,3.75,1.53
