,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-11-07,08:00:00,ARMENIA - PREMIER LEAGUE,Gandzasar FC II,Pyunik Yerevan,21.0,1.11,6.2,980.0,1.2356575
2,2024-11-07,12:00:00,EGYPT - PREMIER LEAGUE,Al Ittihad,Haras El Hodood,1.79,5.5,3.4,19.5,1.2356613
3,2024-11-07,12:00:00,EGYPT - PREMIER LEAGUE,Ghazl El Mahallah,El Gaish,3.15,2.82,2.82,8.8,1.2356614
4,2024-11-07,15:00:00,POLAND - DIVISION 1,Ruch Chorzow,Chrobry Glogow,1.62,6.6,3.8,26.0,1.2355444
5,2024-11-07,15:00:00,EGYPT - PREMIER LEAGUE,ZED,Al Ahly,6.4,1.56,4.2,8.6,1.2354897
6,2024-11-07,16:45:00,ITALY - SERIE A,Genoa,Como,3.0,2.78,3.2,9.2,1.2355189
