,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,MEXICO - LIGA DE EXPANSION MX,14/03/2024,00:05,Cimarrones de Sonora,Zacatecas Mineros,2.75,3.4,2.37,1.72,1.57,2.25
2,INDIA - ISL,14/03/2024,11:00,Goa,Bengaluru FC,1.67,3.5,4.75,1.9,1.83,1.83
3,BOLIVIA - DIVISION PROFESIONAL,14/03/2024,19:00,Oriente Petrolero,GV San Jose,1.53,4.0,6.0,1.73,1.8,1.91
4,MEXICO - LIGA DE EXPANSION MX,14/03/2024,22:05,Atl. Morelia,Cancun,2.07,3.35,3.35,2.05,1.83,1.87
