League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
South Korean K League 1,2024-04-02,07:30:00,Daejeon Citizen,Ulsan Hyundai Horang-i,4.1,1.9,3.8,3.15,1.4,1.48,2.82,1.12,7.2,4.0,1.05,4.0,1.29,2.02,1.85,1.14,3.15,1.78,2.14,14.0,9.0,10.5,19.0,15.0,8.0,9.6,17.0,26.0,15.0,16.5,25.0,13.0,12.0,44.0,42.0,11.5,6.8,15.0,0.24390244,0.2631579,0.5263158,0.5405405,0.4950495,0.56179774,0.46728972,0.9268293,0.46341464,1.0789474,0.5,2.1578948,2.0,0.4868421,0.53157896,0.37401414,0.03797468,0.36666667,0.33333334,0.34513274,2.1578948,0.5,1.0789474,2.2162163,1.027027,0.4868421,1.0393258,9.8,0.030612245,-0.19387755,0.41836736,0.19387755,0.3652149,1.1930354,0.4135344,2.9223278,-8.530766,0.2404163,-4.858463,2.9223278,1.9,0.3,1,1.0
South Korean K League 1,2024-04-02,07:30:00,Pohang Steelers,Suwon FC,1.75,4.8,4.0,3.0,1.4,1.46,2.74,1.12,7.2,5.0,1.05,3.85,1.27,2.04,1.84,1.13,6.4,1.75,2.1,14.0,17.0,30.0,7.4,8.2,8.2,15.0,7.2,9.6,8.8,16.5,7.2,16.0,15.0,27.0,26.0,4.7,7.2,8.8,0.5714286,0.25,0.20833333,0.54347825,0.49019608,0.5714286,0.47619048,2.2857144,2.7428572,0.4375,1.2,0.36458334,0.8333333,0.46,0.51,0.4726472,0.39130434,0.46564886,0.09090909,0.369863,0.36458334,1.2,0.4375,0.95108694,2.6086957,0.46,1.0514286,10.55,-0.21327014,0.07582939,0.16587678,0.4549763,0.44968787,1.5814023,0.49701002,3.8736289,48.36646,0.28284273,-5.710593,3.8736289,0.8,2.25,1,1.0
Turkish 1 Lig,2024-04-02,08:00:00,Keciorengucu,Corum Belediyespor,2.88,2.54,3.05,2.4,1.45,1.36,3.05,1.09,1.11,3.05,1.07,2.78,1.38,1.71,2.14,1.08,3.9,1.57,1.64,2.8,2.74,2.42,2.08,2.72,6.6,2.94,2.06,2.02,4.8,2.0,2.12,2.1,3.4,2.12,2.14,2.06,2.04,3.65,0.3472222,0.32786885,0.39370078,0.46728972,0.5847953,0.6369427,0.6097561,1.0590278,0.8819444,0.94426227,0.83278686,1.1338583,1.2007874,0.70163935,0.5606557,0.07754301,0.02866779,0.062730625,0.09123435,0.17533718,1.1338583,0.83278686,0.94426227,1.3457944,1.1869159,0.70163935,1.3630574,8.47,-0.020070838,-0.060212515,0.3400236,0.29988194,0.091976136,0.2596793,0.15159623,0.63608176,4.858463,0.60811186,12.133881,0.63608176,0.51,0.17,1,1.0
Bulgarian A League,2024-04-02,11:00:00,Etar,Arda,4.7,1.86,3.3,2.3,1.45,1.31,3.1,1.06,1.11,2.86,1.08,2.84,1.41,1.63,2.22,1.07,3.95,2.0,1.76,8.6,3.7,8.8,5.7,11.5,3.9,9.2,5.2,5.5,5.7,5.5,5.7,6.0,5.9,6.0,6.2,6.0,4.9,6.4,0.21276596,0.3030303,0.53763443,0.45045045,0.61349696,0.5,0.5681818,0.70212764,0.39574468,1.4242424,0.56363636,2.5268817,1.7741935,0.6727273,0.4939394,0.38992885,0.175,0.43292683,0.27906978,0.19565217,2.5268817,0.56363636,1.4242424,2.1171172,0.8378378,0.6727273,1.11,9.86,0.14198783,-0.14604463,0.47667342,0.18864097,0.43206295,1.4200469,0.42259753,3.4783905,-34.99202,0.834386,16.43606,3.4783905,1.44,1.4,1,1.0
Serbian Super League,2024-04-02,11:30:00,FK Novi Pazar,FK Backa Topola,3.25,2.16,3.35,2.3,1.41,1.38,2.42,1.01,1.11,3.35,1.06,3.35,1.31,1.81,1.92,1.1,3.4,1.81,2.02,5.1,4.5,5.2,6.2,5.1,4.1,4.7,6.0,4.7,5.3,5.7,6.6,5.3,6.6,7.0,5.6,5.1,4.5,7.8,0.30769232,0.29850745,0.46296296,0.5208333,0.5524862,0.5524862,0.4950495,1.0307692,0.6646154,0.9701493,0.6447761,1.5046296,1.550926,0.5731343,0.5402985,0.21171728,0.015151516,0.20147875,0.21597096,0.27134725,1.5046296,0.6447761,0.9701493,1.6927084,1.125,0.5731343,1.0607735,8.76,-0.011415525,-0.13584475,0.37100455,0.24657534,0.22605334,0.6600757,0.27534246,1.6168488,2.8624053,0.15556349,3.148096,1.6168488,1.19,0.1,1,1.0
Bulgarian A League,2024-04-02,13:30:00,Slavia Sofia,Pirin Blagoevgrad,1.46,8.2,4.2,2.58,1.46,1.34,3.1,1.08,1.11,3.0,1.06,3.0,1.36,1.72,2.1,1.08,3.75,2.34,1.59,4.9,4.2,4.2,4.3,5.7,8.6,4.3,4.3,6.4,8.8,2.42,4.3,4.2,2.4,1.72,5.9,2.1,12.0,8.8,0.6849315,0.23809524,0.12195122,0.47619048,0.5813953,0.42735043,0.6289308,2.8767123,5.6164384,0.34761906,1.9523809,0.17804877,0.5121951,0.5,0.40952381,0.6967409,0.48409894,0.69772255,0.32258064,0.33333334,0.17804877,1.9523809,0.34761906,0.6952381,3.9047618,0.5,0.8974359,13.86,-0.1976912,0.2886003,0.1053391,0.5916306,0.73367363,3.3895721,0.7621301,8.302722,53.873283,0.53740114,10.757967,8.302722,4.0,2.74,1,1.0
Serbian Super League,2024-04-02,13:30:00,Vojvodina,Cukaricki,2.08,3.6,3.1,2.28,1.39,1.14,2.62,1.08,1.11,2.84,1.07,2.84,1.39,1.67,2.2,1.07,4.2,1.95,1.87,2.42,2.46,2.7,2.24,2.42,2.24,2.54,2.94,2.46,2.5,3.35,2.94,2.84,2.82,2.3,2.94,2.94,2.3,3.35,0.48076922,0.32258064,0.2777778,0.45454547,0.5988024,0.51282054,0.53475934,1.4903846,1.7307693,0.67096776,1.1612903,0.5777778,0.8611111,0.7096774,0.5387097,0.2416191,0.1969112,0.26760563,0.07462686,0.16981132,0.5777778,1.1612903,0.67096776,0.94545454,1.6363636,0.7096774,1.1282052,8.78,-0.11617312,0.056947608,0.23690204,0.41002277,0.26469797,0.77468276,0.26573837,1.8975774,27.021582,0.7495332,14.842227,1.8975774,0.5,1.02,1,1.0
Dutch Eredivisie,2024-04-02,13:45:00,Vitesse Arnhem,Sparta Rotterdam,2.84,2.6,3.6,3.3,1.36,1.48,2.76,1.12,7.0,12.0,1.06,3.85,1.25,2.06,1.86,1.13,6.4,1.7,2.3,13.5,11.0,15.0,8.0,11.5,7.0,10.0,21.0,16.5,11.0,14.5,7.6,7.6,24.0,8.2,26.0,6.8,6.2,10.0,0.35211268,0.2777778,0.3846154,0.53763443,0.4854369,0.5882353,0.4347826,1.2676057,0.91549295,0.7888889,0.7222222,1.0923077,1.3846154,0.51666665,0.57222223,0.13223243,0.11801242,0.04411765,0.16129032,0.31868133,1.0923077,0.7222222,0.7888889,1.5268817,1.3978494,0.51666665,1.0941176,9.04,-0.084070794,-0.11061947,0.3141593,0.28761062,0.17324577,0.5220473,0.2631562,1.2787493,20.806791,0.28284273,-5.710593,1.2787493,1.0,0.76,1,1.0
Serbian Super League,2024-04-02,14:00:00,Zeleznicar Pancevo,Radnik Surdulica,1.6,5.7,3.7,2.42,1.42,1.18,2.48,1.09,1.11,3.2,1.06,3.2,1.36,1.76,1.96,1.09,3.6,2.08,1.78,4.3,4.8,4.2,4.2,4.0,4.4,4.2,4.2,4.4,3.15,3.75,4.2,3.45,3.6,3.95,4.2,3.2,4.2,4.3,0.625,0.27027026,0.1754386,0.5102041,0.5681818,0.48076922,0.56179774,2.3125,3.5625,0.43243244,1.5405406,0.28070176,0.64912283,0.5297297,0.47567567,0.5421251,0.3962264,0.56164384,0.21276596,0.3074205,0.28070176,1.5405406,0.43243244,0.81632656,2.9081633,0.5297297,0.9423077,11.0,-0.19090909,0.18181819,0.14545454,0.5181818,0.55914634,2.0502033,0.5799185,5.0219517,46.397182,0.28284273,5.710593,5.0219517,2.0,2.1,1,1.0
Turkish Super League,2024-04-02,14:30:00,Antalyaspor,Ankaragucu,2.08,4.1,3.35,2.76,1.48,1.35,3.35,1.08,10.0,9.4,1.08,3.2,1.39,1.72,2.22,1.08,8.8,1.96,1.95,9.4,12.0,25.0,11.5,7.6,6.8,15.5,34.0,10.5,10.0,19.0,38.0,22.0,22.0,40.0,26.0,12.5,12.0,13.5,0.48076922,0.29850745,0.24390244,0.45045045,0.5813953,0.5102041,0.51282054,1.6105769,1.9711539,0.6208955,1.2238806,0.50731707,0.81707317,0.6626866,0.51343286,0.2969378,0.23388582,0.32686085,0.10067114,0.20287253,0.50731707,1.2238806,0.6208955,0.9369369,1.8468468,0.6626866,1.1326531,9.53,-0.13326338,0.07869884,0.21825813,0.43022037,0.32143575,1.0210942,0.32721457,2.5011597,32.415546,0.70710677,14.036243,2.5011597,0.75,1.27,1,0.6667
