Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,13/04/2024,02:00,Gyeongnam,Cheongju,1.95,3.25,3.4
2,SOUTH KOREA - K LEAGUE 1,13/04/2024,02:00,Seoul,Pohang,2.5,3.2,2.75
3,HONG KONG - PREMIER LEAGUE,13/04/2024,04:00,Eastern AA,Resources Capital,1.12,6.9,21.0
4,SOUTH KOREA - K LEAGUE 2,13/04/2024,04:30,Bucheon FC 1995,Seongnam,2.05,3.1,3.25
5,CHINA - SUPER LEAGUE,13/04/2024,04:30,Henan Songshan Longmen,Nantong Zhiyun,1.8,3.5,4.0
6,ROMANIA - LIGA 2,13/04/2024,05:00,Steaua Bucuresti,Progresul Spartac,1.05,9.0,21.0
7,ROMANIA - LIGA 2,13/04/2024,06:00,Csikszereda M. Ciuc,Hunedoara,2.45,3.1,2.87
8,AUSTRALIA - A-LEAGUE,13/04/2024,06:45,Sydney FC,WS Wanderers,1.65,4.5,4.5
9,INDIA - I-LEAGUE,13/04/2024,08:00,Sreenidi Deccan,Lajong,1.39,4.65,6.5
10,MALTA - PREMIER LEAGUE,13/04/2024,09:00,Floriana,Mosta,1.25,5.2,10.5
11,SWEDEN - ALLSVENSKAN,13/04/2024,10:00,Mjallby,AIK,2.63,3.3,2.7
12,PORTUGAL - LIGA PORTUGAL 2,13/04/2024,10:00,Leiria,Vilaverdense,1.6,3.75,5.0
13,ALBANIA - SUPERLIGA,13/04/2024,10:00,KF Tirana,Kukesi,1.6,3.75,4.65
14,FINLAND - YKKONEN,13/04/2024,11:00,VIFK,KuPS Akatemia,1.73,3.75,3.6
15,ENGLAND - LEAGUE TWO,13/04/2024,11:00,Wrexham,Forest Green,1.4,5.0,7.5
16,ICELAND - BESTA DEILD KARLA,13/04/2024,11:00,Breidablik,Vestri,1.27,5.4,9.25
17,ENGLAND - PREMIER LEAGUE,13/04/2024,11:00,Nottingham,Wolves,2.1,3.4,3.5
18,SCOTLAND - LEAGUE TWO,13/04/2024,11:00,Dumbarton,Clyde,1.75,3.6,3.6
