Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,10/12/2023,08:00,THAILAND - THAI LEAGUE 1,Chonburi,Port MTI FC,3.55,3.45,1.98,1.6,1.5,2.4,1.04,1.33,1.2,4.0,1.21
2,10/12/2023,09:00,NORTH MACEDONIA - 1. MFL,Brera Strumica,Shkupi,3.7,3.3,1.93,2.07,1.91,1.7,1.05,1.47,1.37,8.0,1.05
3,10/12/2023,09:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Mladost DG,Buducnost,5.5,3.9,1.53,1.62,1.7,1.93,1.01,1.39,1.21,4.7,1.15
4,10/12/2023,09:30,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,Club Brugge KV,5.0,4.33,1.57,1.6,1.7,2.05,1.03,1.3,1.18,4.33,1.2
5,10/12/2023,10:15,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Xamax,3.55,3.6,1.91,1.82,1.72,2.0,1.05,1.38,1.27,5.0,1.14
6,10/12/2023,11:00,SERBIA - SUPER LIGA,Javor,Cukaricki,4.3,3.5,1.78,1.83,1.72,2.0,1.06,1.4,1.27,5.0,1.14
7,10/12/2023,11:00,POLAND - EKSTRAKLASA,LKS Lodz,Legia,5.25,4.0,1.53,1.75,1.8,1.95,1.04,1.33,1.25,5.5,1.14
8,10/12/2023,11:00,CROATIA - HNL,Varazdin,Osijek,3.75,3.6,1.95,1.9,1.73,2.0,1.05,1.36,1.25,6.0,1.13
9,10/12/2023,11:15,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Siroki Brijeg,Zrinjski,5.8,3.55,1.57,2.15,2.18,1.53,1.05,1.47,1.4,8.6,1.04
10,10/12/2023,12:30,IVORY COAST - LIGUE 1,Mouna,Racing d'Abidjan,4.8,3.35,1.65,2.32,2.27,1.6,1.07,1.5,1.45,10.0,1.02
11,10/12/2023,14:00,SPAIN - PRIMERA RFEF,Merida AD,Malaga,4.0,3.2,1.8,2.5,2.25,1.57,1.1,1.57,1.5,8.5,1.05
12,10/12/2023,15:15,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Royale Union SG,5.0,4.0,1.62,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
