,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PHILIPPINES - PFL,06/04/2024,04:00,Manila Digger,Philippine Army,1.73,4.0,3.5
2,ROMANIA - LIGA 2,06/04/2024,05:00,CSM Slatina,Tunari,1.9,3.2,3.95
3,ROMANIA - LIGA 2,06/04/2024,05:00,Metaloglobus Bucharest,Alexandria,1.8,3.3,4.35
4,MONGOLIA - PREMIER LEAGUE,06/04/2024,05:15,Tuv Azarganuud,Bavarians,,,
5,PHILIPPINES - PFL,06/04/2024,06:00,Cebu FC,Loyola,,,
6,PHILIPPINES - PFL,06/04/2024,06:30,Philippine Air Force,Mendiola FC 1991,,,
7,CHINA - SUPER LEAGUE,06/04/2024,08:35,Zhejiang Professional,Qingdao West Coast,1.4,5.25,7.0
8,PHILIPPINES - PFL,06/04/2024,09:00,Tuloy,Maharlika,,,
9,MOLDOVA - SUPER LIGA,06/04/2024,10:00,Drochia,Univer-Oguzsport,,,
10,MOLDOVA - SUPER LIGA,06/04/2024,10:00,Bardar,Saxan Gagauz Yeri,,,
11,SAN MARINO - CAMPIONATO SAMMARINESE,06/04/2024,10:00,San Giovanni,Pennarossa,,,
12,NIGERIA - NPFL,06/04/2024,11:00,Plateau United,Doma United,1.45,3.55,8.25
13,BULGARIA - PARVA LIGA,06/04/2024,11:45,Hebar,Etar,1.8,3.4,5.0
14,GEORGIA - CRYSTALBET EROVNULI LIGA,06/04/2024,13:00,Kolkheti 1913,Iberia 1999,,,
15,FINLAND - VEIKKAUSLIIGA,06/04/2024,13:00,KuPS,HJK,3.2,3.1,2.2
16,SENEGAL - LIGUE 1,06/04/2024,13:30,Jamono Fatick,Guediawaye,,,
17,POLAND - DIVISION 1,06/04/2024,15:00,Odra Opole,Legnica,2.75,3.1,2.6
18,USA - USL CHAMPIONSHIP,06/04/2024,15:00,Hartford Athletic,Miami FC,1.72,4.0,4.1
19,ARGENTINA - PRIMERA NACIONAL,06/04/2024,15:30,Defensores Unidos,Brown Adrogue,1.91,3.2,4.5
20,USA - USL CHAMPIONSHIP,06/04/2024,21:00,Colorado Springs,Sacramento Republic,2.85,3.35,2.32
21,NICARAGUA - LIGA PRIMERA,06/04/2024,23:00,Masachapa,UNAN-Managua,3.0,3.6,2.0
