,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,30/08/2023,07:00,Seoul E-Land,Jeonnam,2.7,3.3,2.4,1.95,1.85,1.73,2.0,1.0,1.3416408,0.918,0.7,1.1874342,0.844,0.37037036,0.3030303,0.41666666,0.51282054,0.5405405,0.12840378,0.3,2.529,1,0.5583
2,SOUTH KOREA - K LEAGUE 2,30/08/2023,07:30,Seongnam,Gimpo FC,2.3,3.2,3.0,2.5,1.5,2.1,1.67,1.2,1.2489996,0.687,2.1,1.1357816,0.98,0.4347826,0.3125,0.33333334,0.4,0.6666667,0.14829205,-0.9,2.385,1,0.6671
3,SOUTH KOREA - K LEAGUE 2,30/08/2023,07:30,Cheongju,Anyang,3.8,3.3,1.91,2.2,1.65,2.0,1.73,1.7,1.3453624,1.068,1.7,1.3453624,0.655,0.2631579,0.3030303,0.5235602,0.45454547,0.6060606,0.31526428,0.0,2.691,1,0.758
4,FINLAND - VEIKKAUSLIIGA,30/08/2023,12:00,Lahti,Inter Turku,3.2,3.4,2.05,1.98,1.88,1.75,2.0,1.4,1.356466,0.847,1.1,1.3,0.695,0.3125,0.29411766,0.4878049,0.5050505,0.5319149,0.2392918,0.3,2.656,1,0.8762
5,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,30/08/2023,13:30,Zeljeznicar,Igman K.,1.59,3.84,5.26,1.91,1.87,1.88,1.88,2.0,1.264911,0.619,1.0,1.0954452,0.83,0.6289308,0.26041666,0.19011407,0.5235602,0.53475934,0.5348277,1.0,2.36,1,0.714
6,POLAND - EKSTRAKLASA,30/08/2023,13:30,Pogon Szczecin,Slask Wroclaw,1.57,3.8,5.0,1.67,2.15,1.75,2.0,2.2,1.2489996,0.708,0.4,0.48989794,0.731,0.6369427,0.2631579,0.2,0.5988024,0.4651163,0.5258301,1.8,1.739,1,0.5129
7,NICARAGUA - LIGA PRIMERA,30/08/2023,20:00,Managua FC,UNAN-Managua,1.6,4.24,4.9,1.58,2.32,1.6,2.27,1.6,1.4282857,0.691,1.6,1.4282857,0.853,0.625,0.23584905,0.20408164,0.6329114,0.43103448,0.5391199,0.0,2.857,1,0.7805
8,COLOMBIA - PRIMERA A,30/08/2023,20:15,U. Magdalena,America De Cali,2.9,3.3,2.3,1.9,1.9,1.83,1.83,1.3,0.9,0.861,1.0,1.0954452,0.704,0.3448276,0.3030303,0.4347826,0.5263158,0.5263158,0.15232842,0.3,1.995,1,0.5294
9,MEXICO - LIGA DE EXPANSION MX,30/08/2023,22:05,Tlaxcala,Celaya,3.68,3.44,1.97,2.04,1.77,1.82,1.94,1.5,1.2845232,0.76,1.5,1.2845232,0.611,0.27173913,0.29069766,0.5076142,0.49019608,0.56497175,0.29999772,0.0,2.569,1,0.7973
10,MEXICO - LIGA MX,30/08/2023,22:06,Queretaro,Atlas,3.25,3.1,2.38,2.1,1.7,1.8,1.95,1.2,0.9797959,0.924,1.3,1.1874342,1.187,0.30769232,0.32258064,0.42016807,0.47619048,0.5882353,0.14246601,-0.1,2.167,1,0.6646
11,COLOMBIA - PRIMERA A,30/08/2023,22:30,Aguilas,Atl. Nacional,2.6,3.3,2.8,2.15,1.67,1.83,1.83,2.1,1.1357816,0.711,1.4,1.1135529,0.577,0.3846154,0.3030303,0.35714287,0.4651163,0.5988024,0.09732212,0.7,2.249,1,0.6068
12,NICARAGUA - LIGA PRIMERA,30/08/2023,23:00,Ferretti,Esteli,5.3,3.92,1.61,1.88,1.88,1.85,1.91,1.5,1.2845232,0.899,2.1,1.1357816,0.797,0.18867925,0.25510204,0.621118,0.5319149,0.5319149,0.53565955,-0.6,2.42,1,0.9173
