Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,27/08/2023,05:00,Progresul Spartac,Corvinul Hunedoara,9.45,5.2,1.28
2,MONGOLIA - PREMIER LEAGUE,27/08/2023,05:00,Khangarid,Khaan Khuns-Erchim,5.68,5.5,1.34
3,SOUTH KOREA - K LEAGUE 2,27/08/2023,07:30,Cheonan City,Cheongju,2.88,3.1,2.38
4,SWITZERLAND - CHALLENGE LEAGUE,27/08/2023,09:15,Baden,Wil,4.1,3.94,1.79
5,BRAZIL - BRASILEIRO WOMEN,27/08/2023,10:30,Santos W,Corinthians W,3.35,3.2,2.09
6,SWEDEN - ALLSVENSKAN,27/08/2023,12:30,Goteborg,Hacken,3.4,3.6,2.1
7,BULGARIA - PARVA LIGA,27/08/2023,13:00,Arda,Levski Sofia,3.4,3.2,2.05
8,GEORGIA - CRYSTALBET EROVNULI LIGA,27/08/2023,14:00,Gagra,Dinamo Batumi,7.95,4.95,1.33
9,ALBANIA - SUPERLIGA,27/08/2023,15:00,Dinamo Tirana,KF Tirana,3.88,3.38,1.9
10,SPAIN - PRIMERA RFEF,27/08/2023,16:30,Granada CF B,Murcia,3.0,3.0,2.2
11,ECUADOR - LIGA PRO,27/08/2023,20:00,Gualaceo,LDU Quito,4.0,3.75,1.83
