,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,MEXICO - LIGA MX,2024-05-17,00:00,Monterrey,Cruz Azul,2.05,3.4,3.7,1.98,1.88,1.75,2.0,1.8181819,1.1134044,0.61237246,0.33888158,0.26340702,0.7772834,0.48165315,0.19327115,0.40126622,1.7272727,1.1354542,0.6573682,1.0909091,0.8999541,0.8249579,0.6363636,1.2984415,2.0404081,0.612163,0.09465032,1.1697179,2.6694214,0.7347056,1.5867769,0.61871845,1.5454545,1.3726971,0.88821584,0.33148932,0.3688966,1.112846,0.61629254,0.1940519,0.3148698,1.0,1.1281521,1.1281521,0.90909094,0.9958592,1.0954452,0.09090909,1.443137,15.874508,0.42681685,0.1337698,0.90909094,1.2409674,1.4876033,0.60858065,0.4878049,0.29411766,0.27027026,0.5050505,0.5319149,0.5714286,0.5,1.6585366,1.804878,0.60294116,1.0882353,0.5540541,0.9189189,0.58235294,0.5529412,0.27774462,0.24770643,0.28695652,0.04225352,0.2639405,0.5540541,1.0882353,0.60294116,1.0353535,1.8686869,0.58235294,1.1314286,9.15,0.273,2.486,-0.14754099,0.032786883,0.22404371,0.4043716,0.28817043,0.8789198,0.32169333,2.152905,34.01935,0.14142136,2.8624053,1.7336849,1.2986157,1.3350254,0.7490494,2.152905,0.3,1.35,1,0.8163
2,CHINA - SUPER LEAGUE,2024-05-17,08:35,Henan Songshan Longmen,Wuhan Three Towns,2.2,3.4,3.1,1.8,2.0,1.62,2.2,1.9090909,1.2398347,0.64943725,0.54237765,0.5021324,0.92579854,0.4038548,0.18951611,0.46926796,2.0,1.595448,0.797724,0.90909094,0.7925271,0.8717798,1.0909091,2.0650575,1.8929695,0.51972234,0.13271709,1.2598612,2.0,1.595448,1.6528926,0.4358899,1.3636364,1.2984415,0.95219046,0.73798674,0.33422282,0.4528846,0.22634017,0.12329975,0.54475415,1.7272727,1.0523489,0.6092546,1.8181819,1.1134044,0.61237246,-0.09090909,1.5048132,-16.552946,0.31985062,0.1333058,1.2561984,1.4469796,3.4710743,0.58321184,0.45454547,0.29411766,0.32258064,0.5555556,0.5,0.61728394,0.45454547,1.5454545,1.4090909,0.64705884,0.9117647,0.7096774,1.0967742,0.5294118,0.5882353,0.19572671,0.21428572,0.16981132,0.046153847,0.30769232,0.7096774,0.9117647,0.64705884,1.2222222,1.7222222,0.5294118,1.1111112,8.7,0.545,2.538,-0.13793103,-0.03448276,0.25287357,0.35632184,0.21534476,0.6244998,0.2857143,1.5297059,30.963757,0.28284273,-5.710593,1.686217,1.4222873,1.185567,0.84347826,1.5297059,0.3,1.2,1,0.7683
3,GHANA - PREMIER LEAGUE,2024-05-17,12:00,Nations FC,Accra Lions,1.72,3.05,5.0,2.93,1.33,2.57,1.48,2.2727273,0.9620914,0.4233202,0.32609034,0.23920214,0.7335456,0.53209287,0.19057561,0.3581623,1.5454545,1.0756508,0.6960094,0.54545456,0.6555548,1.2018504,1.0,1.0444659,1.0444659,0.6056355,0.11236566,1.1028178,2.107438,0.7888106,0.29752067,1.2018504,1.2727273,1.1354542,0.8921426,0.63022375,0.6197283,0.9833465,0.5205495,0.049103126,0.09432941,0.8181818,0.83319557,1.0183501,1.1818181,1.1134044,0.94211143,-0.36363637,1.4316378,-3.9370039,0.17013432,0.097140625,0.74380165,0.9165151,1.7190082,0.76546556,0.5813953,0.32786885,0.2,0.34129694,0.7518797,0.38910505,0.6756757,1.7732558,2.9069767,0.56393445,1.6393442,0.344,0.61,0.96065575,0.43606558,0.42865142,0.278826,0.48809522,0.24223602,0.020066889,0.344,1.6393442,0.56393445,0.5870307,1.7064847,0.96065575,1.1400778,9.77,1.0,2.098,-0.13613102,0.19959058,0.17604913,0.5117707,0.50657237,1.6497374,0.42736107,4.0410147,33.623905,2.2627418,38.65981,1.9441861,1.1813953,1.6456693,0.6076555,4.0410147,1.95,1.33,1,0.9684
4,CROATIA - HNL,2024-05-17,13:00,Istra 1961,Varazdin,2.0,3.2,3.7,2.15,1.67,1.91,1.8,1.6363636,1.2984415,0.793492,0.28727245,0.28822243,1.003307,0.59686136,0.060155403,0.10078623,1.0,1.0444659,1.0444659,0.6363636,0.7713892,1.212183,0.36363637,1.5534552,4.2720017,0.36722037,0.16553202,0.6836102,0.45454547,2.297825,0.75206614,0.65271395,1.4545455,1.4373989,0.98821175,0.4763692,0.4164671,0.87425274,0.474251,0.09794545,0.2065266,0.90909094,0.8999541,0.98994946,1.0,1.0444659,1.0444659,-0.09090909,1.5048132,-16.552946,0.22033073,0.14535618,0.8264463,0.98994946,1.8181819,0.5744563,0.5,0.3125,0.27027026,0.4651163,0.5988024,0.5235602,0.5555556,1.6,1.85,0.625,1.15625,0.5405405,0.8648649,0.671875,0.521875,0.27662858,0.23076923,0.2982456,0.072463766,0.19626169,0.5405405,1.15625,0.625,0.9302326,1.7209302,0.671875,1.1256545,8.9,0.182,2.736,-0.13483146,0.056179777,0.2247191,0.41573033,0.29450208,0.8736895,0.29754356,2.1400936,30.963757,0.6788225,13.495733,1.7702702,1.3108108,1.3505155,0.740458,2.1400936,0.5,1.2,1,0.7533
5,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2024-05-17,13:15,Damac,Al Feiha,1.7,3.7,4.33,1.7,2.1,1.73,2.0,1.4545455,1.4373989,0.98821175,0.45950723,0.50769407,1.1048663,0.57587993,0.12135257,0.21072547,1.3636364,1.4316378,1.0498677,1.0,0.73854893,0.73854893,0.36363637,1.6109132,4.4300113,0.42798227,0.104218766,0.8958093,1.3636364,1.4316378,1.4545455,0.5077524,1.7272727,1.4200454,0.8221316,0.87362236,0.46667066,0.5341789,0.23460312,0.061064452,0.26028833,1.7272727,0.9620914,0.5570003,2.0,1.2060454,0.6030227,-0.27272728,1.7627927,-6.463573,0.27636948,0.1101748,1.8842975,0.8819171,1.8181819,1.3266499,0.5882353,0.27027026,0.23094688,0.5882353,0.47619048,0.5780347,0.5,2.1764705,2.5470588,0.45945945,1.1702703,0.3926097,0.85450345,0.45945945,0.5675676,0.44049564,0.37037036,0.43615258,0.07845579,0.37037036,0.3926097,1.1702703,0.45945945,1.0,2.5470588,0.45945945,0.982659,9.73,-0.273,2.857,-0.20554985,0.0647482,0.17471737,0.44501543,0.42338654,1.3731836,0.47632098,3.3635993,45.0,0.56568545,-11.309933,1.9956528,1.281076,1.5577943,0.64193326,3.3635993,0.63,2.0,1,0.8898
6,PORTUGAL - LIGA PORTUGAL 2,2024-05-17,14:00,Benfica B,FC Porto B,2.1,3.6,2.8,1.57,2.35,1.5,2.5,1.2727273,1.1354542,0.8921426,0.30700198,0.25272647,0.823208,0.53731585,0.12128821,0.22572982,1.0909091,0.7925271,0.72648317,1.0,0.42640144,0.42640144,0.09090909,0.8999541,9.899495,0.45362154,0.11221073,0.7722653,1.0909091,0.7925271,1.0,0.42640144,1.3636364,1.2984415,0.95219046,0.4133449,0.39132127,0.9467185,0.53573,0.11673027,0.21789011,1.0,0.9534626,0.9534626,1.1818181,1.2662171,1.0714145,-0.18181819,1.8982376,-10.440307,0.33651328,0.09647447,0.90909094,1.0488088,3.1157024,0.48028925,0.47619048,0.2777778,0.35714287,0.6369427,0.42553192,0.6666667,0.4,1.7142857,1.3333334,0.5833333,0.7777778,0.75,1.2857143,0.43611112,0.6527778,0.22015764,0.2631579,0.14285715,0.125,0.3926499,0.75,0.7777778,0.5833333,1.3375796,1.7834395,0.43611112,1.0466666,8.5,-0.091,2.434,-0.1764706,-0.09411765,0.24705882,0.32941177,0.26490188,0.75055534,0.34958887,1.8384776,36.869896,1.1030866,-21.305784,1.7857143,1.5476191,1.1538461,0.8666667,1.8384776,0.8,1.5,1,0.6652
7,SWEDEN - SUPERETTAN,2024-05-17,14:00,Gefle,Sundsvall,2.25,3.25,3.2,1.98,1.88,1.75,2.0,1.4545455,1.233151,0.84779125,0.68336797,0.42874432,0.6273989,0.36780345,0.13689667,0.3722006,1.5454545,0.8907235,0.5763505,1.7272727,1.7104443,0.99025726,-0.18181819,2.0810041,-11.445523,0.33687872,0.09950286,0.94116664,3.7933884,0.36288738,2.6694214,1.1067581,0.54545456,0.8907235,1.6329932,0.5152835,0.7206457,1.3985422,0.61448807,0.06624108,0.10779879,0.8181818,1.0285189,1.2570788,1.9090909,1.0833068,0.5674465,-1.0909091,1.3111095,-1.2018504,0.21093963,0.07233061,0.27272728,3.0855567,1.9090909,1.0833068,0.44444445,0.30769232,0.3125,0.5050505,0.5319149,0.5714286,0.5,1.4444444,1.4222223,0.6923077,0.9846154,0.703125,1.015625,0.60923076,0.5784615,0.17854765,0.18181819,0.17431192,0.007751938,0.24282983,0.703125,0.9846154,0.6923077,1.1363636,1.6161616,0.60923076,1.1314286,8.7,0.909,2.124,-0.11494253,-0.0057471264,0.25862068,0.3678161,0.19430047,0.5634714,0.24366647,1.3802174,26.565052,0.14142136,2.8624053,1.6458334,1.3819444,1.1909548,0.83966243,1.3802174,0.05,1.0,1,0.7275
8,PORTUGAL - LIGA PORTUGAL 2,2024-05-17,14:00,Pacos Ferreira,Os Belenenses,1.65,3.7,4.2,1.73,2.08,1.73,2.0,1.5454545,1.3726971,0.88821584,0.36680734,0.3196919,0.8715526,0.50306875,0.1269831,0.25241703,1.2727273,0.9620914,0.75592893,1.1818181,1.1922616,1.0088367,0.09090909,1.928473,21.213203,0.4652127,0.08703374,0.86897,1.5041323,0.8140773,2.3636363,0.5961308,0.54545456,0.8907235,1.6329932,0.4851126,0.42363927,0.8732803,0.47758293,0.06533039,0.13679382,0.8181818,0.7158189,0.8748898,2.3636363,1.2984415,0.54934067,-1.5454545,1.6713433,-1.0814574,0.21164638,0.06340704,0.446281,1.3123347,3.0082645,1.0202041,0.6060606,0.27027026,0.23809524,0.5780347,0.48076922,0.5780347,0.5,2.2424242,2.5454545,0.44594595,1.1351352,0.39285713,0.88095236,0.46756756,0.56216216,0.447933,0.38317758,0.43589744,0.06329114,0.36279926,0.39285713,1.1351352,0.44594595,0.9537572,2.4277456,0.46756756,1.0,9.55,1.0,2.263,-0.21465969,0.05235602,0.17277487,0.43979058,0.4244714,1.351234,0.46847,3.3098338,45.70732,0.49497473,-9.926246,2.056277,1.3203464,1.5573771,0.6421053,3.3098338,0.5,2.05,1,0.9326
9,BULGARIA - PARVA LIGA,2024-05-17,14:15,Hebar,Beroe,1.85,3.6,4.0,2.2,1.65,2.0,1.73,1.0909091,1.2398347,1.1365151,0.2598232,0.27252918,1.0489024,0.6202675,0.15784675,0.25448173,0.72727275,0.86243933,1.1858541,1.0909091,1.0833068,0.99303126,-0.36363637,1.6109132,-4.4300113,0.34601077,0.16434996,0.5366418,1.3884298,0.45175394,1.0909091,1.0833068,0.54545456,1.1570839,2.1213202,0.22048695,0.38976964,1.7677673,0.7679842,0.034842942,0.04536935,0.36363637,0.64282435,1.767767,1.6363636,1.1499192,0.7027284,-1.2727273,1.354515,-1.0642618,0.20237261,0.09707372,0.1322314,1.767767,2.231405,0.84327406,0.5405405,0.2777778,0.25,0.45454547,0.6060606,0.5,0.5780347,1.945946,2.162162,0.5138889,1.1111112,0.4625,0.9,0.6111111,0.45833334,0.3676066,0.32110092,0.36752138,0.05263158,0.2413793,0.4625,1.1111112,0.5138889,0.84090906,1.8181819,0.6111111,1.1,9.45,0.545,2.397,-0.18518518,0.04232804,0.1957672,0.42328042,0.36300308,1.1434597,0.35966244,2.8008928,41.185925,0.7778175,15.376251,1.8716216,1.2905406,1.4502618,0.6895307,2.8008928,0.4,1.75,1,0.8555
10,PORTUGAL - LIGA PORTUGAL,2024-05-17,14:45,Famalicao,Casa Pia,1.75,3.5,4.75,2.05,1.75,1.95,1.8,1.2727273,1.1354542,0.8921426,0.40718618,0.39988214,0.98206216,0.47734028,0.12000242,0.25139806,1.2727273,0.9620914,0.75592893,1.3636364,0.88139635,0.6463573,-0.09090909,1.2398347,-13.638182,0.39282602,0.17984459,0.83277667,1.8512397,0.6614378,2.231405,0.5386311,1.1818181,1.4024771,1.1867114,0.9916648,0.8312189,0.8382055,0.35794368,0.08185866,0.22869143,1.8181819,1.465865,0.8062258,2.1818182,2.2081742,1.0120798,-0.36363637,3.112226,-8.558621,0.24044013,0.11318277,2.1487603,1.2403474,3.768595,1.2784166,0.5714286,0.2857143,0.21052632,0.4878049,0.5714286,0.51282054,0.5555556,2.0,2.7142856,0.5,1.3571428,0.36842105,0.7368421,0.5857143,0.5,0.43684682,0.33333334,0.46153846,0.15151516,0.26126125,0.36842105,1.3571428,0.5,0.85365856,2.317073,0.5857143,1.051282,10.0,0.091,2.538,-0.175,0.125,0.175,0.475,0.45207852,1.5069284,0.46063697,3.6912057,41.185925,0.42426407,8.530766,1.9248121,1.2030075,1.6,0.625,3.6912057,1.25,1.75,1,0.9138
