Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,05/11/2023,01:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,WS Wanderers,3.5,3.8,1.95,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.22
18,05/11/2023,06:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),Ried,5.1,4.35,1.53,1.53,1.65,2.12,1.03,1.29,1.17,3.7,1.23
17,05/11/2023,07:30,ESTONIA - MEISTRILIIGA,Tallinna Kalev,Kalju,4.2,3.9,1.62,1.55,1.57,2.34,1.01,1.27,1.15,4.05,1.18
16,05/11/2023,08:15,NETHERLANDS - EREDIVISIE,Utrecht,Twente,5.0,4.0,1.67,1.7,1.7,2.05,1.03,1.33,1.22,5.0,1.17
15,05/11/2023,09:15,ENGLAND - FA CUP,Chesterfield,Portsmouth,4.2,3.6,1.85,1.65,1.62,2.2,1.03,1.3,1.18,4.5,1.18
14,05/11/2023,09:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Rudar,Decic,4.35,3.2,1.82,2.2,2.02,1.62,1.06,1.5,1.42,9.1,1.03
13,05/11/2023,09:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Arsenal Tivat,Buducnost,4.87,3.7,1.67,1.78,1.79,1.98,1.01,1.33,1.24,5.6,1.11
12,05/11/2023,10:15,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Sion,5.1,4.15,1.55,1.7,1.8,1.91,1.04,1.34,1.23,4.5,1.17
11,05/11/2023,10:30,AUSTRIA - BUNDESLIGA,Altach,Rapid Vienna,4.5,3.6,1.8,1.83,1.75,2.0,1.04,1.36,1.25,6.0,1.13
9,05/11/2023,11:00,ENGLAND - PREMIER LEAGUE,Nottingham,Aston Villa,4.2,3.75,1.85,1.73,1.67,2.1,1.04,1.33,1.22,5.0,1.17
8,05/11/2023,11:00,ENGLAND - FA CUP,Slough,Grimsby,3.75,3.75,1.91,1.6,1.53,2.38,1.03,1.29,1.17,4.33,1.2
10,05/11/2023,11:00,NORWAY - OBOS-LIGAEN,Moss,Fredrikstad,3.8,3.5,2.0,1.95,1.8,1.91,1.05,1.4,1.29,6.5,1.11
7,05/11/2023,11:30,BELARUS - VYSSHAYA LIGA,Slavia Mozyr,Neman,3.73,3.46,1.96,2.0,1.83,1.93,1.02,1.42,1.3,6.5,1.06
6,05/11/2023,11:45,ENGLAND - FA CUP,Crewe,Derby,4.75,3.6,1.75,1.97,1.8,1.95,1.05,1.36,1.29,6.5,1.11
5,05/11/2023,12:00,SPAIN - PRIMERA RFEF,Sestao,Celta Vigo B,3.8,3.0,1.95,2.5,2.2,1.62,1.1,1.57,1.5,8.5,1.05
4,05/11/2023,12:30,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,St. Gallen,3.8,4.2,1.83,1.5,1.5,2.5,1.02,1.25,1.14,3.75,1.25
3,05/11/2023,15:15,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Gent,3.6,3.5,1.95,1.65,1.57,2.25,1.03,1.3,1.18,4.5,1.18
2,05/11/2023,16:00,SPAIN - PRIMERA RFEF,Merida AD,UD Ibiza,4.0,3.1,1.85,2.2,2.0,1.73,1.06,1.44,1.36,7.5,1.07
19,05/11/2023,17:00,JAMAICA - PREMIER LEAGUE,Montego Bay,Cavalier,4.65,3.75,1.65,1.91,1.88,1.72,1.03,1.39,1.3,6.6,1.08
20,05/11/2023,18:00,COSTA RICA - PRIMERA DIVISION,Grecia,Herediano,5.25,4.2,1.55,1.65,1.73,2.0,1.03,1.3,1.2,4.5,1.18
