Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/10/2023,05:00,INDONESIA - LIGA 1,Bali United,Persebaya,1.65,3.8,4.55,1.57,1.6,2.07,12.6,1.29,1.19,3.75,1.19
18,20/10/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Beijing Guoan,1.44,4.75,6.5,1.48,1.67,2.1,1.02,1.25,1.14,3.75,1.25
17,20/10/2023,09:00,INDONESIA - LIGA 1,PSM Makassar,Arema FC,1.53,4.15,5.2,1.65,1.75,1.85,10.2,1.33,1.21,5.15,1.11
16,20/10/2023,09:00,THAILAND - THAI LEAGUE 1,Pathum United,Trat FC,1.45,4.3,6.2,1.65,1.78,1.93,1.04,1.33,1.21,4.15,1.19
15,20/10/2023,11:00,UZBEKISTAN - SUPER LEAGUE,Pakhtakor,Turon,1.22,5.4,11.5,1.65,2.32,1.47,1.01,1.31,1.21,3.75,1.19
14,20/10/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Dila Gori,1.34,4.75,7.29,1.57,1.79,1.98,1.02,1.24,1.15,4.1,1.18
13,20/10/2023,13:10,AUSTRIA - 2. LIGA,Floridsdorfer AC,Amstetten,1.65,3.85,4.75,1.65,1.65,2.1,1.04,1.34,1.21,4.3,1.18
12,20/10/2023,13:10,AUSTRIA - 2. LIGA,Ried,First Vienna,1.55,4.0,5.5,1.7,1.75,1.98,1.04,1.35,1.22,4.35,1.18
11,20/10/2023,14:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,El Daklyeh,1.72,3.3,4.9,2.12,2.0,1.65,1.05,1.47,1.38,7.8,1.04
10,20/10/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Khaleej,1.1,8.5,21.0,1.3,2.25,1.57,21.0,1.17,1.08,2.63,1.44
9,20/10/2023,15:30,POLAND - DIVISION 1,Wisla,R. Rzeszow,1.4,4.2,6.5,1.57,1.73,2.0,1.03,1.29,1.17,4.33,1.2
8,20/10/2023,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Larne,Carrick Rangers,1.26,5.5,9.75,1.5,1.98,1.75,1.03,1.28,1.16,3.6,1.25
7,20/10/2023,15:45,ITALY - SERIE C,Virtus Verona,Fiorenzuola,1.65,3.45,5.4,2.15,2.05,1.7,1.08,1.5,1.38,6.3,1.08
6,20/10/2023,15:45,IRELAND - PREMIER DIVISION,Derry City,Shelbourne,1.5,4.0,6.5,2.2,2.25,1.57,1.07,1.44,1.36,9.0,1.07
5,20/10/2023,16:00,IRELAND - PREMIER DIVISION,Shamrock Rovers,Drogheda,1.25,5.75,10.0,1.6,2.1,1.67,1.03,1.29,1.18,4.33,1.2
4,20/10/2023,16:00,SPAIN - LALIGA2,Espanyol,Leganes,1.62,3.8,6.0,2.05,2.0,1.73,1.06,1.4,1.3,7.0,1.1
3,20/10/2023,19:30,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Ameliano,1.55,4.33,5.25,1.7,1.8,1.91,1.04,1.33,1.2,5.0,1.17
2,20/10/2023,20:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Blooming,1.17,7.0,11.0,1.57,2.5,1.5,1.03,1.29,1.17,4.0,1.22
19,20/10/2023,21:30,BRAZIL - SERIE B,Sport Recife,Chapecoense-SC,1.45,3.9,7.5,2.15,2.37,1.52,1.08,1.5,1.39,6.5,1.08
20,20/10/2023,22:00,MEXICO - LIGA MX,Atlas,Mazatlan FC,1.62,3.6,5.5,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
