,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,05/05/2024,07:00,SPAIN - PRIMERA RFEF,Ceuta,Antequera,1.8,3.5,3.75,2.1,2.0,1.73,1.06,1.44,1.36,7.0,1.08
2,05/05/2024,08:30,ESTONIA - MEISTRILIIGA,Flora,Levadia,5.7,4.25,1.44,1.52,1.69,2.11,1.02,1.26,1.15,3.94,1.21
3,05/05/2024,08:35,CHINA - SUPER LEAGUE,Beijing Guoan,Chengdu Rongcheng,2.2,3.3,3.3,1.85,1.67,2.1,1.05,1.36,1.25,6.0,1.13
4,05/05/2024,09:00,THAILAND - THAI LEAGUE 1,Prachuap,Lamphun Warrior,2.07,3.3,3.4,1.82,1.65,2.12,1.06,1.4,1.27,4.9,1.14
5,05/05/2024,09:00,SWEDEN - ALLSVENSKAN,Elfsborg,Malmo FF,4.33,3.6,1.83,1.75,1.67,2.1,1.04,1.33,1.22,5.5,1.14
6,05/05/2024,10:00,ENGLAND - PREMIER LEAGUE,Chelsea,West Ham,1.6,4.5,4.75,1.36,1.44,2.63,1.02,1.2,1.11,3.2,1.36
7,05/05/2024,11:00,BELGIUM - JUPILER PRO LEAGUE,Leuven,St. Liege,2.3,3.5,2.88,1.7,1.57,2.25,1.04,1.33,1.2,5.0,1.17
10,05/05/2024,11:30,SWEDEN - ALLSVENSKAN,AIK,Norrkoping,1.7,3.75,5.0,1.83,1.75,2.0,1.04,1.36,1.25,6.0,1.13
9,05/05/2024,11:30,SWEDEN - ALLSVENSKAN,Hammarby,Varnamo,1.5,4.2,6.5,1.67,1.8,1.95,1.03,1.3,1.2,5.0,1.17
8,05/05/2024,11:30,PORTUGAL - LIGA PORTUGAL,SC Farense,Estoril,2.45,2.9,3.3,1.9,1.62,2.2,1.05,1.36,1.25,6.0,1.13
11,05/05/2024,13:00,ICELAND - BESTA DEILD KARLA,KA Akureyri,KR Reykjavik,2.77,3.7,2.22,1.5,1.45,2.57,1.03,1.28,1.16,3.55,1.26
12,05/05/2024,13:00,EGYPT - PREMIER LEAGUE,Smouha,Zamalek,4.45,3.35,1.75,1.93,1.83,1.78,1.02,1.42,1.32,7.13,1.06
13,05/05/2024,13:30,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,Anderlecht,1.73,3.8,4.5,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
14,05/05/2024,14:00,ICELAND - BESTA DEILD KARLA,Stjarnan,Akranes,1.75,4.05,3.8,1.5,1.53,2.35,1.03,1.28,1.16,3.6,1.25
15,05/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Chacarita Juniors,Tristan Suarez,1.67,3.4,6.0,2.35,2.25,1.57,1.1,1.5,1.44,11.0,1.05
16,05/05/2024,16:00,CHILE - PRIMERA DIVISION,U. De Chile,Deportes Iquique,1.83,3.6,4.2,1.83,1.73,2.0,1.04,1.36,1.25,5.5,1.14
17,05/05/2024,17:00,USA - MLS,New York City,Colorado Rapids,1.75,3.6,4.75,2.0,1.91,1.91,1.05,1.4,1.29,7.0,1.1
18,05/05/2024,19:00,JAMAICA - PREMIER LEAGUE,Arnett Gardens,Cavalier,3.25,3.25,2.12,1.93,1.75,1.85,1.03,1.44,1.32,7.03,1.07
