,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,23/09/2024,05:30,INDONESIA - LIGA 1,Persib Bandung,Persija Jakarta,1.88,3.15,4.15,1.82,1.62,2.02
2,23/09/2024,15:45,ITALY - SERIE C,Spal,Carpi,1.72,3.5,4.65,1.98,1.87,1.83
