,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-04-19,00:00:00,AUSTRALIA - A-LEAGUE,Auckland FC,Central Coast Mariners,1.4,9.0,5.4,42.0,1.2566884
2,2026-04-19,02:30:00,AUSTRALIA - A-LEAGUE,Adelaide United,Macarthur FC,2.06,3.35,4.4,23.0,1.2568464
3,2026-04-19,07:00:00,UKRAINE - PREMIER LEAGUE,Kryvbas,Rukh Lviv,1.94,4.4,3.45,1000.0,1.2568035
4,2026-04-19,07:30:00,ITALY - SERIE A,Cremonese,Torino,2.96,2.86,3.15,9.4,1.2563553
5,2026-04-19,08:30:00,GERMANY - 2. BUNDESLIGA,Schalke,Preussen Munster,1.58,7.0,4.3,24.0,1.2567009
6,2026-04-19,08:30:00,TURKEY - SUPER LIG,Kasimpasa,Alanyaspor,2.76,3.05,3.1,9.4,1.2567096
7,2026-04-19,08:30:00,GERMANY - 2. BUNDESLIGA,Greuther Furth,Darmstadt,3.25,2.2,3.95,12.5,1.256701
8,2026-04-19,09:00:00,DENMARK - SUPERLIGA,Silkeborg,Fredericia,2.14,3.4,3.95,22.0,1.2567475
9,2026-04-19,09:00:00,SWITZERLAND - CHALLENGE LEAGUE,Vaduz,Rapperswil-Jona,1.31,10.0,6.2,100.0,1.256707
10,2026-04-19,09:00:00,DENMARK - SUPERLIGA,Odense,Randers FC,2.24,3.45,3.6,17.0,1.2566899
11,2026-04-19,09:15:00,HUNGARY - OTP BANK LIGA,Paks,Puskas Academy,2.06,3.5,3.85,32.0,1.2568179
12,2026-04-19,09:30:00,UKRAINE - PREMIER LEAGUE,FC Epicentr Dunaivtsi,Karpaty,3.4,2.3,3.3,14.5,1.2568039
13,2026-04-19,09:30:00,NORWAY - ELITESERIEN,Valerenga,Lillestrom,2.56,2.72,3.9,16.5,1.2567457
14,2026-04-19,10:00:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Sunderland,1.79,5.4,3.8,17.5,1.2556331
