Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,24/07/2023,13:00,BULGARIA - PARVA LIGA,Botev Vratsa,Slavia Sofia,4.0,3.3,2.0,2.1,1.83,2.1,1.83
