,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,08/10/2023,00:10,Cruz Azul,U.N.A.M.- Pumas,2.2,3.6,3.1,1.7,2.1,1.57,2.25,1.6,1.4282857,0.798,1.1,1.3,0.76,0.45454547,0.2777778,0.32258064,0.5882353,0.47619048,0.21338186,0.5,2.728,1,0.5059
2,SOUTH KOREA - K LEAGUE 1,08/10/2023,03:00,Seoul,Jeonbuk,2.2,3.3,3.1,1.83,2.03,1.67,2.1,1.3,1.1874342,0.92,0.4,0.48989794,0.853,0.45454547,0.3030303,0.32258064,0.5464481,0.49261084,0.1868948,0.9,1.677,1,0.5155
3,SOUTH KOREA - K LEAGUE 1,08/10/2023,03:00,Suwon Bluewings,Pohang,4.0,3.4,1.91,2.0,1.85,1.8,1.91,1.5,1.2845232,0.969,1.8,0.9797959,0.485,0.25,0.29411766,0.5235602,0.5,0.5405405,0.33695322,-0.3,2.264,1,0.5423
4,SOUTH KOREA - K LEAGUE 1,08/10/2023,03:00,Gwangju FC,Gangwon,1.95,3.4,3.8,2.08,1.73,1.83,1.83,1.5,1.2845232,0.826,0.6,0.48989794,1.556,0.51282054,0.29411766,0.2631579,0.48076922,0.5780347,0.3115122,0.9,1.774,1,0.5027
5,SOUTH KOREA - K LEAGUE 1,08/10/2023,03:00,Daejeon,Jeju Utd,2.38,3.4,2.88,1.7,2.1,1.53,2.38,1.7,1.1,0.663,0.0,4.2014932e-08,0.923,0.42016807,0.29411766,0.3472222,0.5882353,0.47619048,0.14603359,1.7,1.1,1,0.5049
6,SOUTH KOREA - K LEAGUE 1,08/10/2023,03:00,Daegu,Suwon FC,1.67,3.75,4.75,1.7,2.1,1.67,2.1,1.6,0.9165151,1.058,0.9,1.3747727,0.88,0.5988024,0.26666668,0.21052632,0.5882353,0.47619048,0.4777227,0.7,2.291,1,0.5213
7,INDONESIA - LIGA 1,08/10/2023,05:00,PSM Makassar,Madura United,2.07,3.35,3.2,1.75,1.91,1.6,2.05,2.1,1.3747727,0.693,1.5,1.2845232,0.621,0.4830918,0.29850745,0.3125,0.5714286,0.5235602,0.23008099,0.6,2.659,1,0.5023
8,ROMANIA - LIGA 2,08/10/2023,05:30,Selimbar,Unirea Slobozia,2.52,3.05,2.82,2.27,1.6,1.91,1.8,1.2,1.2489996,0.857,1.5,1.2845232,0.756,0.3968254,0.32786885,0.35460994,0.44052863,0.625,0.078902744,-0.3,2.534,1,0.8798
9,PORTUGAL - LIGA PORTUGAL 2,08/10/2023,07:00,FC Porto B,Torreense,2.3,3.3,2.8,2.05,1.75,1.8,1.91,1.9,1.1357816,0.611,0.8,1.1661904,1.17,0.4347826,0.3030303,0.35714287,0.4878049,0.5714286,0.14815053,1.1,2.302,1,0.6328
10,SPAIN - PRIMERA RFEF,08/10/2023,07:00,Baleares,Murcia,3.8,3.1,1.95,2.38,1.53,2.2,1.62,1.4,1.356466,0.632,1.6,1.2,0.695,0.2631579,0.32258064,0.51282054,0.42016807,0.6535948,0.29079768,-0.2,2.556,1,0.8763
11,SPAIN - PRIMERA RFEF,08/10/2023,07:00,Linares,Ceuta,2.9,3.1,2.38,2.35,1.57,2.0,1.73,2.1,1.1357816,0.711,1.9,1.1357816,0.648,0.3448276,0.32258064,0.42016807,0.42553192,0.6369427,0.1151895,0.2,2.272,1,0.623
12,SPAIN - PRIMERA RFEF,08/10/2023,07:00,Melilla,CF Intercity,2.38,3.1,2.88,2.38,1.53,2.0,1.73,1.9,1.1357816,0.752,1.1,1.3,0.614,0.42016807,0.32258064,0.3472222,0.42016807,0.6535948,0.11404387,0.8,2.436,1,0.6208
13,PORTUGAL - LIGA PORTUGAL 2,08/10/2023,07:00,Mafra,Leiria,2.45,3.4,2.55,1.9,1.95,1.67,2.1,1.8,1.2489996,0.592,1.8333334,1.2133516,1.118,0.40816328,0.29411766,0.39215687,0.5263158,0.51282054,0.13819197,-0.033,2.462,1,0.8299
14,POLAND - DIVISION 1,08/10/2023,07:40,Motor Lublin,Legnica,2.7,3.4,2.3,1.95,1.9,1.73,2.0,1.75,1.299038,0.765,0.9,1.1357816,0.884,0.37037036,0.29411766,0.4347826,0.51282054,0.5263158,0.15690587,0.85,2.435,1,0.6516
15,SWEDEN - SUPERETTAN,08/10/2023,08:00,Trelleborg,GAIS,4.75,4.2,1.62,1.62,2.25,1.7,2.05,1.6,1.4282857,0.698,1.8,1.2489996,0.867,0.21052632,0.23809524,0.61728394,0.61728394,0.44444445,0.5223472,-0.2,2.677,1,0.9249
16,SCOTLAND - PREMIERSHIP,08/10/2023,08:00,St. Mirren,Rangers,6.5,4.5,1.5,1.65,2.2,1.8,1.95,1.4,1.356466,0.776,1.3,1.4177446,1.028,0.15384616,0.22222222,0.6666667,0.6060606,0.45454547,0.6540963,0.1,2.774,1,0.9707
17,RUSSIA - PREMIER LEAGUE,08/10/2023,08:00,Pari NN,Krylya Sovetov,3.06,3.43,2.52,2.24,1.76,1.87,1.89,2.25,1.299038,0.642,1.0,1.3416408,0.688,0.3267974,0.29154518,0.3968254,0.44642857,0.5681818,0.12930396,1.25,2.641,1,0.534
18,BELARUS - VYSSHAYA LIGA,08/10/2023,08:30,Naftan,Zhodino,5.22,3.92,1.61,1.88,1.89,1.87,1.89,0.6666667,0.94280905,1.682,1.8,1.2489996,1.133,0.19157088,0.25510204,0.621118,0.5319149,0.52910054,0.53184915,-1.133,2.192,1,0.9245
19,ESTONIA - MEISTRILIIGA,08/10/2023,08:30,Paide,Harju JK Laagri,1.34,4.5,7.2,1.65,2.0,1.95,1.81,1.1,1.0440307,1.078,0.6,0.9165151,0.861,0.74626863,0.22222222,0.1388889,0.6060606,0.5,0.7283165,0.5,1.961,1,0.5002
20,BELGIUM - JUPILER PRO LEAGUE,08/10/2023,08:30,St. Liege,Club Brugge KV,4.5,4.0,1.7,1.57,2.35,1.57,2.25,1.2,1.2489996,0.758,1.4,1.356466,0.964,0.22222222,0.25,0.5882353,0.6369427,0.42553192,0.47068322,-0.2,2.605,1,0.5079
