Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/05/2024,07:00,VIETNAM - V.LEAGUE 1,Song Lam Nghe An,Hanoi FC,3.7,3.5,1.87,1.85,1.72,1.9,1.02,1.38,1.27,5.97,1.1
18,04/05/2024,08:30,ENGLAND - CHAMPIONSHIP,Plymouth,Hull,3.5,3.75,2.0,1.62,1.53,2.38,1.03,1.3,1.2,4.5,1.2
17,04/05/2024,09:30,AZERBAIJAN - PREMIER LEAGUE,Kapaz,Sumqayit,4.0,3.7,1.75,1.83,1.75,1.85,1.02,1.37,1.27,6.07,1.09
16,04/05/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,Lisse,Scheveningen,3.4,3.8,1.88,1.62,1.6,2.07,1.01,1.3,1.2,4.71,1.15
15,04/05/2024,10:00,POLAND - EKSTRAKLASA,LKS Lodz,Slask Wroclaw,4.2,3.75,1.8,1.93,1.8,1.95,1.05,1.36,1.29,6.5,1.11
14,04/05/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Jong Almere City,De Treffers,3.8,3.95,1.75,1.53,1.55,2.15,1.01,1.25,1.16,3.6,1.2
13,04/05/2024,10:30,BELARUS - VYSSHAYA LIGA,Slutsk,Slavia Mozyr,4.76,3.66,1.76,2.1,1.98,1.79,1.03,1.44,1.33,6.95,1.05
10,04/05/2024,11:00,SCOTLAND - PREMIERSHIP,Ross County,Hibernian,4.0,3.4,1.95,1.73,1.62,2.2,1.05,1.33,1.22,5.0,1.17
12,04/05/2024,11:00,ENGLAND - PREMIER LEAGUE,Burnley,Newcastle,3.4,4.0,1.95,1.5,1.44,2.63,1.02,1.25,1.14,3.75,1.29
11,04/05/2024,11:00,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Nottingham,4.75,4.2,1.67,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.22
9,04/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,Manama Club,Al-Muharraq,4.2,3.15,1.91,2.15,1.9,1.82,1.09,1.52,1.38,6.3,1.09
8,04/05/2024,13:00,EGYPT - PREMIER LEAGUE,El Daklyeh,Ceramica Cleopatra,6.0,3.3,1.62,2.1,2.02,1.62,1.04,1.5,1.38,8.15,1.04
7,04/05/2024,13:00,SPAIN - PRIMERA RFEF,Sestao,Dep. La Coruna,4.2,3.3,1.73,2.3,2.1,1.67,1.08,1.5,1.4,8.0,1.06
6,04/05/2024,15:00,ECUADOR - LIGA PRO,Cumbaya,Macara,4.33,3.1,1.95,2.35,2.1,1.67,1.1,1.53,1.44,11.0,1.05
5,04/05/2024,15:00,POLAND - EKSTRAKLASA,Stal Mielec,Jagiellonia,4.75,3.8,1.7,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
4,04/05/2024,15:00,SPAIN - PRIMERA RFEF,SD Logrones,Fuenlabrada,4.33,3.25,1.73,2.38,2.25,1.57,1.08,1.53,1.44,8.5,1.05
3,04/05/2024,16:00,CHILE - PRIMERA DIVISION,Cobresal,Colo Colo,4.33,3.5,1.85,1.83,1.67,2.1,1.04,1.36,1.25,5.5,1.14
2,04/05/2024,20:30,USA - MLS,San Jose Earthquakes,Los Angeles FC,3.25,3.8,2.0,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.2
19,04/05/2024,22:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Alajuelense,4.0,3.75,1.73,1.85,1.8,1.91,1.04,1.36,1.25,6.0,1.13
20,04/05/2024,22:00,COSTA RICA - PRIMERA DIVISION,Zeledon,Herediano,4.0,3.5,1.75,1.98,1.83,1.83,1.05,1.4,1.3,7.0,1.1
