,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,02/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Daejeon Citizen,FC Seoul,2.88,3.6,2.3,1.62,2.25,1.53,2.38,H,D,D
2,Lay Away New,02/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Leeds,Middlesbrough,1.7,4.0,4.75,1.62,2.25,1.62,2.2,H,A,D
3,Lay Away New,02/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Hull,Watford,2.1,3.6,3.3,2.08,1.73,1.83,1.83,H,A,D
4,Lay Away New,02/12/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,RWDM,Charleroi,2.88,3.4,2.45,1.75,2.05,1.62,2.2,A,H,H
5,Lay Away New,02/12/2023,12:00,ENGLAND - FA CUP,Peterborough,Doncaster,1.45,4.75,6.0,1.6,2.3,1.8,1.95,A,H,A
6,Lay Away New,02/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Birmingham Legion FC,Rotherham,1.6,3.8,6.0,1.88,1.98,1.83,1.83,H,A,D
7,Lay Away New,02/12/2023,12:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Airdrieonians,1.67,4.0,4.0,1.7,2.1,1.73,2.0,H,D,A
8,Lay Away New,02/12/2023,12:00,SCOTLAND - LEAGUE TWO,Peterhead,Dumbarton,2.8,3.3,2.5,1.9,1.95,1.67,2.1,H,A,A
9,Lay Away New,02/12/2023,12:00,SCOTLAND - LEAGUE TWO,Elgin City,Clyde,2.2,3.4,3.1,1.9,1.95,1.67,2.1,H,A,A
10,Lay Away New,02/12/2023,12:00,ENGLAND - FA CUP,Wycombe,Morecambe,1.57,4.2,5.5,1.7,2.1,1.75,2.0,A,H,A
11,Lay Away New,02/12/2023,14:00,SPAIN - PRIMERA RFEF,Castellon,Linares,1.25,5.0,8.0,1.78,2.03,2.5,1.5,H,A,H
12,Lay Away New,02/12/2023,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Basel,2.45,3.6,2.7,1.62,2.25,1.53,2.38,H,H,A
13,Lay Away New,02/12/2023,16:00,SPAIN - PRIMERA RFEF,Malaga,Sanluqueno,1.44,4.2,5.75,2.03,1.78,2.25,1.57,H,A,H
14,Lay Away New,02/12/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Petrolero,Club Real Santa Cruz,1.44,3.8,7.0,1.65,2.2,1.8,1.91,H,D,D
15,Lay Away New,02/12/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Vaca Diez,Blooming Santa Cruz,1.73,4.0,3.5,1.6,2.3,1.62,2.2,H,D,D
16,Lay Away New,02/12/2023,16:45,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Leuven,1.36,5.0,8.5,1.44,2.7,1.67,2.1,A,H,H
17,Lay Away New,02/12/2023,17:00,SPAIN - LALIGA2,Levante,Valladolid,2.55,3.2,2.9,2.15,1.67,1.83,1.83,H,H,H
18,Lay Away New,02/12/2023,18:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Huracan,CA Platense,2.25,2.9,3.8,3.4,1.33,2.5,1.5,D,H,A
19,Lay Away New,02/12/2023,19:00,URUGUAY - PRIMERA DIVISION,Penarol,Racing Club (Uru),1.55,4.0,5.75,2.05,1.75,2.1,1.67,D,H,H
20,Lay Away New,02/12/2023,22:00,MEXICO - LIGA MX,CF America,Leon,1.57,4.33,5.25,1.67,2.15,1.75,2.0,D,D,H
