Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,17/12/2023,07:00,MALTA - PREMIER LEAGUE,Naxxar,Sliema,3.75,3.15,1.98,2.02,1.82,1.78,1.06,1.45,1.34,7.5,1.06
2,17/12/2023,08:00,SPAIN - PRIMERA RFEF,Baleares,Cordoba,5.0,3.2,1.67,2.35,2.2,1.62,1.08,1.5,1.4,8.0,1.06
3,17/12/2023,09:30,BELGIUM - CHALLENGER PRO LEAGUE,Francs Borains,Beerschot VA,4.0,3.75,1.83,1.85,1.73,2.0,1.04,1.36,1.25,6.0,1.13
4,17/12/2023,10:00,ITALY - SERIE C,Trento,L.R. Vicenza,4.35,3.15,1.88,2.42,2.18,1.62,1.11,1.6,1.5,7.6,1.05
5,17/12/2023,10:00,ITALY - SERIE C,Novara,Triestina,3.85,3.2,1.98,2.07,1.85,1.85,1.08,1.5,1.36,6.1,1.09
6,17/12/2023,10:00,SPAIN - LALIGA2,Alcorcon,Eibar,4.0,3.4,2.0,2.2,1.83,1.83,1.07,1.44,1.36,9.0,1.07
7,17/12/2023,10:30,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Twente,4.33,3.6,1.83,1.85,1.75,2.0,1.04,1.36,1.25,6.0,1.13
8,17/12/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Ahli Manama,Al Riffa,4.0,3.75,1.78,1.82,1.78,1.93,1.05,1.38,1.27,5.1,1.13
9,17/12/2023,16:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,PSV,4.5,3.75,1.8,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
10,17/12/2023,16:45,ITALY - SERIE C,Brindisi,Picerno,4.2,3.35,1.85,2.15,1.95,1.75,1.08,1.5,1.38,6.3,1.08
