Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,05/05/2024,02:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Suwon Bluewings,3.8,3.3,1.85,1.93,1.8,1.91,1.05,1.4,1.29,6.5,1.11
2,05/05/2024,05:30,AUSTRIA - 2. LIGA,First Vienna,Ried,4.6,3.9,1.65,1.65,1.65,2.1,1.04,1.34,1.21,4.2,1.19
3,05/05/2024,07:00,PORTUGAL - LIGA PORTUGAL 2,Penafiel,Maritimo,5.0,3.5,1.65,2.05,2.0,1.73,1.06,1.44,1.33,8.0,1.08
4,05/05/2024,07:00,SPAIN - PRIMERA RFEF,Rayo Majadahonda,Osasuna B,4.25,3.33,1.83,2.25,2.01,1.76,1.05,1.48,1.39,8.6,1.04
5,05/05/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Club Brugge KV,3.8,3.6,1.91,1.8,1.7,2.05,1.04,1.36,1.22,5.5,1.14
6,05/05/2024,09:00,SWEDEN - ALLSVENSKAN,Elfsborg,Malmo FF,4.33,3.6,1.83,1.75,1.67,2.1,1.04,1.33,1.22,5.5,1.14
7,05/05/2024,11:00,SPAIN - PRIMERA RFEF,Granada CF B,Cordoba,5.9,3.75,1.55,1.95,2.0,1.72,1.07,1.44,1.32,5.6,1.11
8,05/05/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Sabah Baku,3.85,3.45,1.85,1.98,1.88,1.72,1.03,1.42,1.33,7.18,1.06
9,05/05/2024,12:00,AUSTRIA - BUNDESLIGA,SK Rapid,Salzburg,4.75,3.8,1.73,1.7,1.7,2.05,1.04,1.33,1.2,5.0,1.17
10,05/05/2024,12:30,SLOVAKIA - NIKE LIGA,Podbrezova,Dun. Streda,3.9,3.65,1.85,1.75,1.65,2.1,1.05,1.38,1.25,4.8,1.16
11,05/05/2024,13:00,EGYPT - PREMIER LEAGUE,Smouha,Zamalek,4.45,3.35,1.75,1.93,1.83,1.78,1.02,1.42,1.32,7.13,1.06
12,05/05/2024,15:00,URUGUAY - PRIMERA DIVISION,Fenix,Defensor Sp.,3.75,3.5,1.83,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
13,05/05/2024,18:00,COSTA RICA - PRIMERA DIVISION,Puntarenas FC,Saprissa,5.25,3.8,1.57,1.8,1.83,1.83,1.04,1.36,1.25,6.0,1.13
14,05/05/2024,18:00,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Olimpia Asuncion,5.0,3.6,1.73,2.1,2.0,1.73,1.06,1.44,1.33,8.0,1.08
15,05/05/2024,18:30,BRAZIL - SERIE A,Cuiaba,Palmeiras,5.5,3.3,1.73,2.4,2.25,1.57,1.1,1.53,1.5,11.0,1.05
