Nº,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,20/10/2024,10:00,SLOVENIA - PRVA LIGA,Bravo,Maribor,2.82,2.95,2.57,2.0,1.7,2.05
