,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/01/2024,09:30,ENGLAND - FA CUP,Ipswich,Maidstone,1.1,9.5,21.0,1.22,1.91,1.91,1.01,1.13,1.05,2.2,1.62
2,27/01/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Lisse,ACV Assen,4.4,4.35,1.57,1.39,1.47,2.32,1.01,1.2,1.1,3.0,1.29
3,27/01/2024,11:00,NETHERLANDS - TWEEDE DIVISIE,Spakenburg,HFC,1.62,4.2,4.25,1.47,1.53,2.18,1.01,1.23,1.13,3.35,1.23
4,27/01/2024,11:00,NETHERLANDS - TWEEDE DIVISIE,Quick Boys,Rijnsburgse Boys,1.83,4.0,3.4,1.47,1.47,2.32,1.01,1.23,1.13,3.35,1.23
5,27/01/2024,11:30,NETHERLANDS - TWEEDE DIVISIE,Jong Almere City,Excelsior Maassluis,1.98,3.65,3.25,1.57,1.52,2.22,1.02,1.29,1.16,3.7,1.19
18,27/01/2024,12:00,ENGLAND - LEAGUE TWO,Notts Co,Barrow,2.05,3.6,3.5,1.7,1.57,2.25,1.04,1.33,1.2,5.0,1.17
17,27/01/2024,12:00,ENGLAND - LEAGUE TWO,Swindon,Bradford City,3.2,3.8,2.1,1.8,1.67,2.1,1.04,1.36,1.25,5.5,1.14
16,27/01/2024,12:00,SCOTLAND - LEAGUE ONE,Stirling,Kelty Hearts,2.25,3.4,2.75,1.95,1.73,2.0,1.05,1.4,1.29,6.0,1.11
14,27/01/2024,12:00,SCOTLAND - LEAGUE TWO,Stranraer,East Fife,2.4,3.25,2.7,1.7,1.57,2.25,1.01,1.33,1.2,4.5,1.17
13,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Barnsley,Exeter,1.62,4.33,4.75,1.73,1.8,1.95,1.03,1.33,1.22,5.5,1.14
11,27/01/2024,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,Portadown,2.45,3.6,2.45,1.55,1.5,2.27,1.02,1.28,1.16,3.65,1.19
12,27/01/2024,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,H&W Welders,Newington,1.75,3.85,3.8,1.47,1.47,2.32,1.01,1.23,1.13,3.3,1.24
10,27/01/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Dungannon,1.42,4.9,5.9,1.42,1.6,2.18,1.02,1.24,1.13,3.15,1.31
9,27/01/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Glenavon,1.93,3.65,3.5,1.72,1.65,2.12,1.04,1.35,1.23,4.55,1.16
15,27/01/2024,12:00,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Leuven,2.9,3.5,2.3,1.67,1.57,2.25,1.03,1.33,1.2,5.0,1.17
8,27/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Raith,Inverness,1.7,3.8,4.0,1.83,1.83,1.83,1.04,1.36,1.25,5.0,1.14
7,27/01/2024,12:00,SCOTLAND - LEAGUE ONE,Annan,Edinburgh City,1.22,5.75,11.0,1.36,1.73,2.0,21.0,1.2,1.1,3.0,1.36
6,27/01/2024,12:00,ENGLAND - FA CUP,Leicester,Birmingham,1.45,5.0,6.0,1.57,1.75,2.0,1.03,1.29,1.18,4.33,1.2
19,27/01/2024,12:15,ITALY - SERIE C,Pro Patria,AlbinoLeffe,2.6,2.82,2.92,2.55,2.1,1.65,1.13,1.65,1.53,7.9,1.05
21,27/01/2024,14:00,SWITZERLAND - SUPER LEAGUE,Servette,Yverdon,1.44,4.5,7.0,1.53,1.67,2.1,1.03,1.25,1.14,4.0,1.22
20,27/01/2024,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Winterthur,2.5,3.5,2.7,1.67,1.53,2.38,1.03,1.3,1.2,5.0,1.17
22,27/01/2024,14:15,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,Lierse K.,2.0,3.8,3.25,1.57,1.53,2.38,1.03,1.29,1.17,4.0,1.22
23,27/01/2024,14:30,ITALY - SERIE C,Monterosi,Brindisi,2.18,3.2,3.25,2.32,2.05,1.7,1.1,1.55,1.45,7.2,1.06
24,27/01/2024,14:45,NETHERLANDS - EREDIVISIE,PSV,Almere City,1.08,11.0,26.0,1.25,2.1,1.67,1.01,1.14,1.06,2.38,1.53
25,27/01/2024,16:00,ENGLAND - FA CUP,Fulham,Newcastle,3.0,3.6,2.25,1.75,1.62,2.2,1.04,1.36,1.22,5.5,1.14
26,27/01/2024,16:45,ITALY - SERIE C,Casertana,Latina,1.8,3.35,4.5,2.15,2.0,1.72,1.08,1.5,1.39,6.5,1.08
27,27/01/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,Gent,Westerlo,1.4,4.75,6.0,1.53,1.75,2.0,1.02,1.25,1.17,4.0,1.22
28,27/01/2024,17:00,SPAIN - LALIGA2,Levante,Tenerife,2.2,3.1,3.6,2.5,2.1,1.67,1.1,1.57,1.5,13.0,1.04
29,27/01/2024,18:00,PANAMA - LPF,Potros del Este,Alianza,2.67,3.0,2.62,2.18,1.87,1.75,1.04,1.5,1.4,9.0,1.03
30,27/01/2024,20:00,MEXICO - LIGA MX,Club Leon,Santos Laguna,1.83,3.8,4.2,1.53,1.5,2.5,1.03,1.25,1.14,4.0,1.22
