,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,12/04/2024,04:00,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Melbourne Victory,3.3,3.6,2.1,1.73,1.57,2.25,1.04,1.33,1.22,5.0,1.17
2,12/04/2024,06:45,AUSTRALIA - A-LEAGUE,Adelaide United,Macarthur FC,1.7,4.5,4.0,1.29,1.33,3.25,1.01,1.17,1.08,2.63,1.5
3,12/04/2024,08:00,INDIA - I-LEAGUE,Gokulam,TRAU FC,1.12,7.4,14.8,1.28,1.79,1.98,1.01,1.16,1.06,2.57,1.42
4,12/04/2024,10:00,CAMEROON - ELITE ONE,Gazelle,Colombe,2.52,2.8,2.8,2.51,2.09,1.71,1.08,1.55,1.5,9.7,1.01
5,12/04/2024,10:30,INDIA - I-LEAGUE,Aizawl,Neroca FC,1.44,4.6,5.86,1.4,1.5,2.4,1.01,1.2,1.1,3.26,1.29
6,12/04/2024,11:30,BELARUS - VYSSHAYA LIGA,Vitebsk,Slutsk,2.37,3.28,3.07,2.18,1.88,1.88,1.04,1.46,1.35,7.4,1.04
7,12/04/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Kolkheti 1913,1.6,3.8,4.6,1.62,1.64,2.2,1.02,1.28,1.19,4.59,1.16
8,12/04/2024,12:00,FINLAND - VEIKKAUSLIIGA,Haka,Ekenas,1.57,3.75,4.75,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
9,12/04/2024,12:30,SLOVAKIA - NIKE LIGA,Zilina,Ruzomberok,1.7,3.85,4.55,1.8,1.75,1.95,1.05,1.39,1.26,5.0,1.15
10,12/04/2024,13:10,AUSTRIA - 2. LIGA,Liefering,Grazer AK,2.57,3.6,2.42,1.65,1.57,2.27,1.04,1.33,1.21,4.3,1.18
11,12/04/2024,13:10,AUSTRIA - 2. LIGA,Dornbirn,First Vienna,3.55,3.6,1.93,1.78,1.65,2.1,1.05,1.37,1.25,4.75,1.15
13,12/04/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Dinamo Batumi,2.87,3.2,2.22,1.82,1.68,2.13,1.01,1.37,1.27,6.1,1.09
12,12/04/2024,14:00,SWEDEN - SUPERETTAN,Sundsvall,Skovde AIK,2.05,3.4,3.2,1.9,1.75,2.0,1.05,1.36,1.25,6.5,1.11
14,12/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Jong AZ,1.4,5.0,7.0,1.57,1.8,1.91,1.03,1.29,1.17,4.33,1.2
15,12/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Oss,Roda,4.5,3.8,1.73,1.65,1.62,2.2,1.03,1.3,1.18,4.5,1.18
16,12/04/2024,15:00,NETHERLANDS - EREDIVISIE,Excelsior,FC Volendam,1.67,4.33,4.5,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
17,12/04/2024,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,Francs Borains,2.1,3.75,3.1,1.53,1.5,2.5,1.03,1.29,1.14,3.75,1.25
18,12/04/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Vaduz,2.27,3.4,2.87,1.65,1.53,2.35,1.04,1.34,1.21,4.2,1.19
19,12/04/2024,15:30,POLAND - DIVISION 1,R. Rzeszow,S. Rzeszow,2.25,3.4,2.75,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
20,12/04/2024,15:30,POLAND - EKSTRAKLASA,Pogon Szczecin,Ruch Chorzow,1.45,4.33,5.75,1.6,1.75,2.0,1.03,1.29,1.18,4.33,1.2
21,12/04/2024,15:45,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,St. Liege,2.3,3.4,3.1,1.95,1.75,2.0,1.05,1.4,1.29,6.5,1.11
22,12/04/2024,16:15,ICELAND - BESTA DEILD KARLA,Stjarnan,KR Reykjavik,1.98,3.9,3.15,1.47,1.47,2.5,1.03,1.27,1.16,3.5,1.26
23,12/04/2024,20:00,VENEZUELA - LIGA FUTVE,Monagas,Zamora,1.7,3.5,4.7,1.95,1.85,1.75,1.03,1.42,1.31,6.3,1.07
24,12/04/2024,22:00,PANAMA - LPF,San Francisco,Independiente,1.93,3.3,3.7,2.15,1.98,1.65,1.05,1.47,1.4,7.95,1.05
25,12/04/2024,22:06,MEXICO - LIGA MX,Queretaro,Mazatlan FC,2.1,3.3,3.5,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
26,12/04/2024,23:00,COSTA RICA - PRIMERA DIVISION,Liberia,Guanacasteca,1.91,3.4,4.0,1.93,1.73,2.0,1.05,1.4,1.29,6.5,1.11
