Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,12/05/2024,07:00,SPAIN - PRIMERA RFEF,Baleares,Linares,4.2,3.3,1.73,2.05,1.91,1.8,1.07,1.45,1.34,5.8,1.1
2,12/05/2024,07:00,PORTUGAL - LIGA PORTUGAL 2,Tondela,Nacional,4.2,4.0,1.75,1.88,1.83,1.83,1.04,1.36,1.25,6.0,1.13
3,12/05/2024,08:35,CHINA - SUPER LEAGUE,Cangzhou,Zhejiang Professional,4.0,3.5,1.91,1.6,1.53,2.38,1.03,1.29,1.17,4.33,1.2
4,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,G.A. Eagles,AZ Alkmaar,4.33,3.75,1.8,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
5,12/05/2024,10:00,PORTUGAL - LIGA PORTUGAL 2,Mafra,Santa Clara,5.5,3.8,1.57,2.1,2.2,1.62,1.07,1.44,1.36,8.0,1.08
6,12/05/2024,10:00,BELARUS - VYSSHAYA LIGA,Isloch,Din. Minsk,3.86,3.6,1.94,1.95,1.81,1.95,1.02,1.39,1.28,6.1,1.08
7,12/05/2024,12:00,AUSTRIA - BUNDESLIGA,A. Klagenfurt,SK Rapid,3.6,3.6,1.95,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
8,12/05/2024,12:30,FINLAND - VEIKKAUSLIIGA,Ekenas,Ilves,5.25,4.2,1.57,1.7,1.8,1.95,1.03,1.33,1.22,5.0,1.17
9,12/05/2024,14:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Mladost DG,Sutjeska,4.25,3.35,1.8,1.98,1.87,1.75,1.04,1.44,1.34,7.38,1.06
10,12/05/2024,14:10,CROATIA - HNL,Istra 1961,Hajduk Split,4.33,3.5,1.83,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
11,12/05/2024,15:00,PERU - LIGA 1,Cajamarca,FBC Melgar,4.2,3.3,1.91,2.15,1.91,1.8,1.07,1.44,1.36,9.0,1.07
12,12/05/2024,16:00,CHILE - PRIMERA DIVISION,A. Italiano,Colo Colo,4.0,3.5,1.91,2.03,1.83,1.83,1.06,1.4,1.3,7.0,1.1
13,12/05/2024,18:00,COSTA RICA - PRIMERA DIVISION,Grecia,San Carlos,4.75,4.0,1.57,1.85,1.83,1.83,1.04,1.36,1.25,6.0,1.13
14,12/05/2024,18:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Herediano,3.6,3.5,1.85,1.85,1.73,2.0,1.05,1.36,1.25,6.0,1.13
15,12/05/2024,18:00,COSTA RICA - PRIMERA DIVISION,Zeledon,Liberia,3.5,3.5,1.91,1.62,1.53,2.38,1.03,1.3,1.18,4.33,1.2
