Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/04/2024,08:30,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Botev Vratsa,1.5,4.0,7.0,1.93,2.0,1.73,1.05,1.4,1.29,6.5,1.11
2,04/04/2024,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Cangzhou,1.65,4.2,5.0,1.65,1.67,2.1,1.03,1.3,1.2,4.5,1.18
3,04/04/2024,09:15,VIETNAM - V.LEAGUE 1,Cong An,Song Lam Nghe An,1.35,4.55,7.8,1.62,1.91,1.7,12.1,1.3,1.21,4.5,1.15
4,04/04/2024,13:30,BULGARIA - PARVA LIGA,Cherno More,Lok. Sofia,1.25,5.25,17.0,1.85,2.63,1.44,1.05,1.36,1.25,6.0,1.13
5,04/04/2024,15:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Grasshoppers,1.53,4.33,6.0,1.62,1.73,2.0,1.03,1.29,1.18,4.33,1.2
6,04/04/2024,15:30,SWITZERLAND - SUPER LEAGUE,Luzern,Yverdon,1.45,4.5,7.0,1.57,1.67,2.1,1.03,1.25,1.17,4.0,1.22
7,04/04/2024,16:00,NETHERLANDS - EREDIVISIE,Ajax,G.A. Eagles,1.5,4.75,5.75,1.48,1.62,2.2,1.02,1.25,1.14,3.75,1.25
8,04/04/2024,17:00,EGYPT - PREMIER LEAGUE,National Bank Egypt,El Daklyeh,1.62,3.4,5.5,2.05,2.02,1.62,1.04,1.47,1.36,7.3,1.05
9,04/04/2024,21:00,SOUTH AMERICA - COPA LIBERTADORES,Palestino (Chi),Bolivar (Bol),1.75,3.8,4.75,1.8,1.72,2.05,1.05,1.4,1.26,5.2,1.16
10,04/04/2024,23:00,SOUTH AMERICA - COPA SUDAMERICANA,Always Ready (Bol),Ind. Medellin (Col),1.6,4.2,5.25,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
