,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
40,SERBIA - PRVA LIGA,16/09/2023,15:00,Dubocica,Kolubara,2.55,2.95,2.67
41,ECUADOR - LIGA PRO,16/09/2023,15:00,Mushuc Runa,Delfin,1.91,3.3,3.6
42,RUSSIA - PREMIER LEAGUE,16/09/2023,15:15,Baltika,FK Rostov,2.27,3.48,3.48
43,ARGENTINA - PRIMERA NACIONAL,16/09/2023,15:30,Deportivo Madryn,Villa Dalmine,1.4,4.33,9.5
44,ARGENTINA - PRIMERA NACIONAL,16/09/2023,15:30,Defensores Unidos,Guillermo Brown,2.2,3.0,3.75
45,ITALY - SERIE C,16/09/2023,15:45,Gubbio,Fermana,1.5,3.8,6.6
46,NETHERLANDS - EREDIVISIE,16/09/2023,16:00,Heracles,Utrecht,2.6,3.5,2.63
47,MOROCCO - BOTOLA PRO,16/09/2023,17:30,Youssoufia Berrechid,Chabab Mohammedia,2.38,2.8,3.0
48,ARGENTINA - PRIMERA NACIONAL,16/09/2023,17:45,Almirante Brown,Estudiantes Rio Cuarto,2.0,3.3,4.0
49,USA - MLS,16/09/2023,20:30,Philadelphia Union,FC Cincinnati,1.75,3.8,4.5
50,VENEZUELA - LIGA FUTVE,16/09/2023,21:20,Caracas,Universidad Central,1.52,3.8,6.0
51,USA - MLS,16/09/2023,21:30,Houston Dynamo,St. Louis City,1.8,3.8,4.2
52,USA - MLS,16/09/2023,21:30,Minnesota United,Sporting Kansas City,2.0,3.6,3.6
53,USA - MLS,16/09/2023,23:30,San Jose Earthquakes,Real Salt Lake,2.0,3.75,3.5
54,USA - MLS,16/09/2023,23:30,Los Angeles FC,Los Angeles Galaxy,1.55,4.33,5.5
