,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA MX,02/09/2023,00:10,Puebla,Club Tijuana,2.05,3.6,3.4
2,SOUTH KOREA - K LEAGUE 2,02/09/2023,04:00,Bucheon FC 1995,Asan,2.5,3.0,2.7
3,ROMANIA - LIGA 2,02/09/2023,05:00,Alexandria,CSM Slatina,2.52,3.1,2.77
4,ROMANIA - LIGA 2,02/09/2023,05:00,CSM Resita,Progresul Spartac,1.39,4.45,6.9
5,BELARUS - VYSSHAYA LIGA,02/09/2023,09:00,Neman,FC Minsk,1.43,4.4,7.7
6,FINLAND - YKKONEN,02/09/2023,10:00,JaPS,KaPa,1.91,3.75,3.25
7,NETHERLANDS - TWEEDE DIVISIE,02/09/2023,10:00,AFC,Kozakken Boys,1.42,4.55,6.0
8,NORWAY - OBOS-LIGAEN,02/09/2023,10:00,Sogndal,Ranheim,1.5,4.33,6.5
9,ENGLAND - FA CUP,02/09/2023,11:00,Nuneaton,Carlton Town,1.82,3.8,3.6
10,NORTHERN IRELAND - NIFL CHAMPIONSHIP,02/09/2023,11:00,Bangor FC,Institute,1.93,3.8,3.25
11,NORTH MACEDONIA - 1. MFL,02/09/2023,11:00,Vardar,Makedonija GP,2.35,3.05,2.95
12,ENGLAND - FA CUP,02/09/2023,11:00,Widnes,Emley,1.42,4.3,6.4
13,ENGLAND - FA CUP,02/09/2023,11:00,Workington,Prestwich Heys,1.26,5.3,9.5
14,ENGLAND - FA CUP,02/09/2023,11:00,Worksop,Sheffield FC,1.24,5.4,10.5
15,ENGLAND - FA CUP,02/09/2023,11:00,Lancaster,Witton,1.32,4.8,7.9
16,ENGLAND - FA CUP,02/09/2023,11:00,Alvechurch,Basford,1.7,3.9,4.15
17,ENGLAND - FA CUP,02/09/2023,11:00,Ashton Utd,Dunston,1.7,3.85,4.2
18,ENGLAND - FA CUP,02/09/2023,11:00,AFC Telford,Coalville,2.3,3.65,2.65
19,ENGLAND - FA CUP,02/09/2023,11:00,Brighouse Town,Albion Sports,1.5,4.25,5.2
20,ENGLAND - FA CUP,02/09/2023,11:00,Gainsborough,Matlock,1.98,3.4,3.45
21,PORTUGAL - LIGA PORTUGAL 2,02/09/2023,11:30,Leiria,AVS,2.15,3.0,3.4
22,BULGARIA - PARVA LIGA,02/09/2023,13:00,Lok. Sofia,Etar,2.0,3.4,3.8
23,QATAR - QSL,02/09/2023,14:15,Al-Sadd,Al Wakra,1.47,4.6,5.6
24,ECUADOR - LIGA PRO,02/09/2023,15:00,Libertad,Mushuc Runa,2.2,3.25,3.2
25,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/09/2023,15:00,Al Taawon,Al Wehda,1.62,3.75,4.5
26,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/09/2023,15:00,Al Shabab,Al Khaleej,1.67,4.0,4.0
27,ARGENTINA - PRIMERA NACIONAL,02/09/2023,15:00,CA Estudiantes,Villa Dalmine,1.36,4.2,11.0
28,ARGENTINA - PRIMERA NACIONAL,02/09/2023,15:00,Defensores Unidos,Almagro,2.75,2.88,2.9
29,MOROCCO - BOTOLA PRO,02/09/2023,15:15,Renaissance Zemamra,Youssoufia Berrechid,2.1,2.8,3.6
30,SPAIN - PRIMERA RFEF,02/09/2023,15:30,Murcia,Cordoba,2.1,3.0,3.3
31,MOROCCO - BOTOLA PRO,02/09/2023,16:30,Mouloudia Oujda,Union Touarga,2.55,2.7,2.88
32,BRAZIL - BRASILEIRO WOMEN,02/09/2023,16:30,Corinthians W,Santos W,1.44,4.4,6.4
33,PERU - LIGA 1,02/09/2023,17:15,Cusco,ADT Tarma,2.0,3.2,3.2
34,NICARAGUA - LIGA PRIMERA,02/09/2023,18:00,Sport Sebaco,Matagalpa,1.57,3.8,5.3
35,CHILE - PRIMERA DIVISION,02/09/2023,19:00,Huachipato,Curico Unido,1.75,3.75,4.75
36,USA - MLS,02/09/2023,22:30,Real Salt Lake,Colorado Rapids,1.65,4.0,5.0
37,COSTA RICA - PRIMERA DIVISION,02/09/2023,23:00,Herediano,Grecia,1.36,4.75,7.0
38,USA - MLS,02/09/2023,23:30,Los Angeles Galaxy,Houston Dynamo,2.1,3.6,3.3
