Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MONTENEGRO - PRVA CRNOGORSKA LIGA,03/04/2024,10:00,Arsenal Tivat,Rudar,1.98,3.05,3.95
2,BULGARIA - PARVA LIGA,03/04/2024,11:00,CSKA Sofia,Lok. Plovdiv,1.33,4.33,12.0
3,ITALY - SERIE C,03/04/2024,11:15,Triestina,Atalanta U23,2.05,3.1,3.75
4,NIGERIA - NPFL,03/04/2024,12:00,Enugu Rangers,Sunshine Stars,1.4,3.95,8.25
5,NIGERIA - NPFL,03/04/2024,12:00,Bayelsa United,Heartland,1.57,3.4,6.4
6,NIGERIA - NPFL,03/04/2024,12:00,Sporting Lagos,Lobi Stars,1.98,3.15,3.8
7,MONTENEGRO - PRVA CRNOGORSKA LIGA,03/04/2024,13:00,Mornar Bar,Petrovac,2.15,2.85,3.65
8,SWITZERLAND - SUPER LEAGUE,03/04/2024,15:30,Servette,Lausanne Ouchy,1.33,5.75,7.0
9,BAHRAIN - PREMIER LEAGUE,03/04/2024,15:45,Al-Najma,Al-Hala,2.07,3.35,3.35
10,EGYPT - PREMIER LEAGUE,03/04/2024,17:00,Ceramica Cleopatra,ZED,1.87,3.15,4.25
11,SOUTH AMERICA - COPA LIBERTADORES,03/04/2024,19:00,Nacional (Uru),Libertad Asuncion (Par),2.32,3.3,3.2
12,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,19:00,Cuiaba (Bra),Lanus (Arg),2.3,3.2,3.25
13,DOMINICAN REPUBLIC - LDF,03/04/2024,20:00,Cibao,Atletico Pantoja,1.78,3.3,4.05
14,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,21:00,Nacional Potosi (Bol),Boca Juniors (Arg),2.15,3.3,3.5
15,SOUTH AMERICA - COPA LIBERTADORES,03/04/2024,21:00,Colo Colo (Chi),Cerro Porteno (Par),1.87,3.35,4.6
16,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,21:00,Bragantino (Bra),Coquimbo (Chi),1.33,5.0,10.0
17,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,23:00,Alianza (Col),Union La Calera (Chi),2.0,3.1,4.33
18,COSTA RICA - PRIMERA DIVISION,03/04/2024,23:00,Saprissa,Zeledon,1.22,6.0,12.0
