,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,03/11/2023,05:45,Melbourne City,Sydney FC,1.95,4.0,3.5,1.53,2.4,1.5,1.25,2.5,2.9,1.8,1.2,1.4,0.513,0.25,0.286,0.654,0.8,0.333,1.7,0.4,1,0.795
2,SWEDEN - SUPERETTAN,03/11/2023,15:00,Utsikten,Gefle,1.33,5.25,8.5,1.53,2.4,1.91,1.22,1.91,2.6,0.9,1.1,1.8,0.752,0.19,0.118,0.654,0.82,0.802,1.5,-0.9,1,0.8199
3,BELGIUM - CHALLENGER PRO LEAGUE,03/11/2023,16:00,Genk U23,RFC Liege,2.8,3.6,2.2,1.57,2.35,1.5,1.22,2.5,1.0,2.2,1.5,1.5,0.357,0.278,0.455,0.637,0.82,0.199,-0.5,0.7,1,0.6254
4,SPAIN - LALIGA2,03/11/2023,17:00,Espanyol,Eibar,2.05,3.4,3.75,2.05,1.75,1.83,1.08,1.83,2.2,1.5,1.2,1.5,0.488,0.294,0.267,0.488,0.926,0.282,1.0,0.0,1,0.5087
5,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/11/2023,21:00,River Plate,Huracan,1.45,4.33,6.5,2.05,1.8,2.2,1.1,1.62,1.4,0.7,0.3,1.0,0.69,0.231,0.154,0.488,0.909,0.66,1.1,-0.3,1,0.8394
