Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,08/10/2023,03:00,SOUTH KOREA - K LEAGUE 1,Suwon Bluewings,Pohang,4.0,3.4,1.91,2.0,1.8,1.91,1.05,1.4,1.29,7.0,1.1
2,08/10/2023,09:00,ITALY - SERIE C,Torres,Lucchese,2.07,3.05,3.7,2.42,2.12,1.65,1.11,1.6,1.5,7.6,1.05
3,08/10/2023,12:00,MOROCCO - BOTOLA PRO,Jeunesse Sportive Soualem,FUS Rabat,4.0,3.0,1.91,2.6,2.25,1.57,1.1,1.57,1.5,13.0,1.04
4,08/10/2023,14:15,MOROCCO - BOTOLA PRO,Renaissance Zemamra,Olympique de Safi,3.0,2.9,2.3,2.6,2.02,1.62,1.07,1.55,1.5,9.8,1.01
5,08/10/2023,14:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Union de Santa Fe,Sarmiento Junin,1.91,3.4,4.33,2.6,2.25,1.57,1.1,1.57,1.53,13.0,1.04
6,08/10/2023,18:00,PANAMA - LPF,Alianza,Arabe Unido,2.3,2.95,3.15,2.57,2.18,1.53,1.1,1.6,1.55,11.0,1.01
