,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SPAIN - PRIMERA RFEF,03/12/2023,08:00,Osasuna B,Teruel,1.85,3.3,3.6,2.5,1.5,2.25,1.57,1.7,1.3453624,0.804,0.5,0.5,1.38,0.5405405,0.3030303,0.2777778,0.4,0.6666667,0.31666857,1.2,1.845,1,0.8354
2,PORTUGAL - LIGA PORTUGAL 2,03/12/2023,08:00,Torreense,Leixoes,1.91,3.6,3.75,2.15,1.67,1.91,1.8,2.1,1.1357816,0.746,1.2,1.4696939,0.708,0.5235602,0.2777778,0.26666668,0.4651163,0.5988024,0.3330566,0.9,2.605,1,0.7348
3,POLAND - EKSTRAKLASA,03/12/2023,08:30,Cracovia,Ruch Chorzow,1.67,3.75,5.0,1.98,1.88,1.95,1.8,1.3,1.1874342,0.765,0.9,1.1357816,1.024,0.5988024,0.26666668,0.2,0.5050505,0.5319149,0.49110845,0.4,2.323,1,0.7173
4,NORWAY - OBOS-LIGAEN,03/12/2023,10:00,Kongsvinger,Kristiansund,2.0,3.5,3.3,1.7,2.1,1.62,2.2,1.7,1.3453624,0.449,1.5,1.2845232,0.753,0.5,0.2857143,0.3030303,0.5882353,0.47619048,0.26780733,0.2,2.63,1,0.7024
5,AUSTRIA - BUNDESLIGA,03/12/2023,10:30,Altach,A. Lustenau,1.62,4.0,5.25,1.8,2.0,1.8,1.95,0.9,1.1357816,1.144,0.8,0.8717798,1.112,0.61728394,0.25,0.1904762,0.5555556,0.5,0.53530127,0.1,2.008,1,0.51
6,ENGLAND - PREMIER LEAGUE,03/12/2023,11:00,West Ham,Crystal Palace,2.0,3.5,3.8,2.05,1.85,1.8,1.95,2.2,1.2489996,0.799,1.4,1.356466,0.74,0.5,0.2857143,0.2631579,0.4878049,0.5405405,0.3052703,0.8,2.605,1,0.7999
7,ROMANIA - LIGA 1,03/12/2023,11:00,U. Cluj,U Craiova 1948,1.95,3.3,3.5,2.1,1.7,1.91,1.8,1.1,1.3,1.06,1.0,1.0954452,1.031,0.51282054,0.3030303,0.2857143,0.47619048,0.5882353,0.28110868,0.1,2.395,1,0.8775
8,ENGLAND - PREMIER LEAGUE,03/12/2023,11:00,Chelsea,Brighton,1.73,4.2,4.2,1.53,2.4,1.57,2.25,1.5,1.2845232,1.042,1.4,1.356466,0.59,0.5780347,0.23809524,0.23809524,0.6535948,0.41666666,0.45601925,0.1,2.641,1,0.7715
9,INDIA - ISL,03/12/2023,11:30,Goa,Kerala Blasters,1.8,3.6,4.33,1.7,2.1,1.62,2.2,1.8,1.4696939,0.775,0.7,1.1874342,0.865,0.5555556,0.2777778,0.23094688,0.5882353,0.47619048,0.40383705,1.1,2.657,1,0.5018
10,SCOTLAND - PREMIERSHIP,03/12/2023,12:00,Hibernian,Aberdeen,1.95,3.6,3.75,1.93,1.93,1.75,2.0,1.5,1.2845232,1.15,0.9,1.1357816,1.142,0.51282054,0.2777778,0.26666668,0.5181347,0.5181347,0.3220852,0.6,2.42,1,0.5105
11,BELGIUM - JUPILER PRO LEAGUE,03/12/2023,12:00,KV Mechelen,St. Truiden,2.15,3.3,3.4,1.95,1.9,1.7,2.05,1.2,1.2489996,1.438,0.7,0.9,0.949,0.4651163,0.3030303,0.29411766,0.51282054,0.5263158,0.22195908,0.5,2.149,1,0.5898
12,BELGIUM - CHALLENGER PRO LEAGUE,03/12/2023,12:00,RFC Liege,Seraing,1.8,3.75,3.6,1.7,2.1,1.62,2.2,1.8,1.4696939,0.828,0.5,0.92195445,0.699,0.5555556,0.26666668,0.2777778,0.5882353,0.47619048,0.36447713,1.3,2.392,1,0.5048
13,PORTUGAL - LIGA PORTUGAL 2,03/12/2023,12:30,Santa Clara,Maritimo,1.91,3.5,3.8,2.15,1.67,1.91,1.8,2.1,1.1357816,0.809,2.1,1.3747727,0.568,0.5235602,0.2857143,0.2631579,0.4651163,0.5988024,0.32952768,0.0,2.511,1,0.7637
14,BULGARIA - PARVA LIGA,03/12/2023,12:45,Krumovgrad,Beroe,2.0,3.25,4.0,2.25,1.62,2.0,1.73,1.75,1.299038,0.884,0.7,1.1874342,1.073,0.5,0.30769232,0.25,0.44444445,0.61728394,0.3031515,1.05,2.486,1,0.5112
15,SPAIN - PRIMERA RFEF,03/12/2023,14:00,Antequera,Algeciras,2.05,3.1,3.25,2.5,1.5,2.25,1.57,1.3,1.1874342,0.975,1.3,1.1874342,0.927,0.4878049,0.32258064,0.30769232,0.4,0.6666667,0.21900967,0.0,2.375,1,0.5669
