Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,17/05/2024,07:00,Abahani Limited,Brothers U.,1.07,8.25,18.5
2,BANGLADESH - PREMIER LEAGUE,17/05/2024,07:00,Sheikh Russel,Chittagong Abahani,1.85,3.25,3.8
3,CHINA - SUPER LEAGUE,17/05/2024,08:00,Zhejiang Professional,Nantong Zhiyun,1.42,4.75,6.5
4,VIETNAM - V.LEAGUE 1,17/05/2024,09:15,Hanoi FC,Gia Lai,1.5,4.05,5.8
5,GHANA - PREMIER LEAGUE,17/05/2024,12:00,Nations FC,Accra Lions,1.72,3.05,5.0
6,FINLAND - VEIKKAUSLIIGA,17/05/2024,13:00,SJK,Inter Turku,2.2,3.4,2.75
7,ROMANIA - LIGA 1,17/05/2024,14:00,FC Botosani,Mioveni,1.5,3.75,6.5
8,FINLAND - VEIKKAUSLIIGA,17/05/2024,14:00,Ilves,Haka,1.83,3.4,3.7
9,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,17/05/2024,15:00,Al Ettifaq,Al Akhdoud,1.44,5.0,5.25
10,BRAZIL - BRASILEIRO WOMEN,17/05/2024,15:00,Botafogo RJ W,Avai Kindermann W,1.35,4.25,7.3
11,ALBANIA - SUPERLIGA,17/05/2024,15:00,Partizani,Skenderbeu,1.65,3.65,4.3
12,SWITZERLAND - CHALLENGE LEAGUE,17/05/2024,15:15,Xamax,Stade Nyonnais,2.05,3.55,3.2
13,SAN MARINO - CAMPIONATO SAMMARINESE,17/05/2024,15:45,La Fiorita,Cosmos,2.25,3.3,2.77
14,PERU - LIGA 1,17/05/2024,16:30,Grau,Cusco,1.75,3.5,4.5
15,BRAZIL - SERIE B,17/05/2024,19:00,CRB,Vila Nova FC,1.8,3.4,4.75
16,ECUADOR - LIGA PRO,17/05/2024,21:00,Dep. Cuenca,Imbabura,1.73,3.5,4.75
17,USA - USL CHAMPIONSHIP,17/05/2024,22:00,Colorado Springs,Rhode Island,2.0,3.45,3.45
