Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/08/2023,07:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Pohang,4.0,3.3,1.95,2.03,1.83,1.83,1.06,1.4,1.3,7.0,1.1
2,26/08/2023,11:00,SCOTLAND - LEAGUE TWO,Peterhead,Spartans,2.15,3.4,2.8,1.8,1.73,2.0,1.02,1.36,1.25,5.5,1.13
3,26/08/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Talleres Cordoba,Huracan,1.8,3.4,4.75,2.5,2.25,1.57,1.1,1.53,1.5,11.0,1.05
