,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,MEXICO - LIGA MX,2024-06-07,00:10,Juarez,Atlas,2.15,3.4,3.2,1.93,1.93,1.75,2.0,1.1818181,1.1922616,1.0088367,0.39515752,0.4111699,1.0405215,0.57464254,0.07131198,0.12409798,1.1818181,1.3360853,1.1305337,1.7272727,0.9620914,0.5570003,-0.54545456,1.4373989,-2.6352315,0.37658653,0.11105618,0.77920234,2.0413222,0.7735231,2.198347,0.75592893,0.36363637,0.4810457,1.3228756,0.5690788,0.506571,0.89015967,0.42134047,0.107758954,0.25575268,1.0909091,0.8999541,0.8249579,2.4545455,1.0756508,0.43822813,-1.3636364,1.2264307,-0.89938253,0.2676297,0.10353289,0.892562,1.0999439,4.016529,0.6573422,0.4651163,0.29411766,0.3125,0.5181347,0.5181347,0.5714286,0.5,1.5813954,1.4883721,0.63235295,0.9411765,0.671875,1.0625,0.56764704,0.56764704,0.214545,0.22522523,0.19626169,0.030303031,0.27579737,0.671875,0.9411765,0.63235295,1.1139896,1.6580311,0.56764704,1.1028571,8.75,0.818,1.673,-0.14285715,-0.022857143,0.24571429,0.36571428,0.23020843,0.67144126,0.2762241,1.6446884,32.005383,0.0,0.0,1.7078488,1.4026163,1.2176166,0.8212766,1.6446884,0.2,1.25,1,0.765
2,SOUTH KOREA - K LEAGUE 2,2024-06-07,07:30,Busan,Bucheon FC 1995,2.1,3.1,3.3,2.15,1.67,1.83,1.83,0.8181818,1.1134044,1.3608277,0.35829958,0.3066843,0.85594374,0.51289386,0.15054244,0.2935158,1.3636364,0.97912085,0.718022,1.9090909,1.0833068,0.5674465,-0.54545456,1.0756508,-1.9720266,0.5500857,0.09556894,0.9568611,1.7355372,0.7693093,1.7355372,1.1916375,1.2727273,1.1354542,0.8921426,0.3724473,0.24382947,0.6546684,0.47309926,0.06445528,0.1362405,0.8181818,0.5749596,0.7027284,1.0909091,1.0833068,0.99303126,-0.27272728,1.2128786,-4.4472213,0.30752954,0.07380116,1.4132231,0.33287132,0.7933884,1.4895469,0.47619048,0.32258064,0.3030303,0.4651163,0.5988024,0.5464481,0.5464481,1.4761904,1.5714285,0.67741936,1.0645162,0.6363636,0.93939394,0.6935484,0.5387097,0.21083528,0.1923077,0.22222222,0.03125,0.18095239,0.6363636,1.0645162,0.67741936,0.9767442,1.5348837,0.6935484,1.1748633,8.5,-0.455,2.249,-0.11764706,0.023529412,0.24705882,0.3882353,0.22690943,0.64291006,0.23524204,1.5748016,26.565052,0.6788225,13.495733,1.7316017,1.3852814,1.25,0.8,1.5748016,0.2,1.0,1,0.6375
3,CHINA - SUPER LEAGUE,2024-06-07,08:00,Tianjin Jinmen Tiger,Changchun Yatai,2.25,3.5,3.0,1.67,2.15,1.57,2.25,1.0909091,0.9958592,0.91287094,0.36367613,0.36218622,0.99590313,0.56622285,0.16834044,0.2973042,1.0,0.9534626,0.9534626,1.0909091,1.0833068,0.99303126,-0.09090909,1.3787047,-15.1657505,0.37992334,0.15963666,0.6899617,1.3333334,0.71509695,1.0909091,1.0833068,1.0909091,1.2398347,1.1365151,0.61329705,0.58274895,0.9501904,0.4629014,0.27054584,0.58445674,1.1818181,0.9359664,0.79197156,1.9090909,1.5640591,0.81926906,-0.72727275,1.4200454,-1.9525625,0.29841942,0.23043618,1.2892562,0.85796916,5.2066116,0.57348835,0.44444445,0.2857143,0.33333334,0.5988024,0.4651163,0.6369427,0.44444445,1.5555556,1.3333334,0.64285713,0.85714287,0.75,1.1666666,0.47714287,0.6142857,0.18760903,0.2173913,0.14285715,0.07692308,0.3539652,0.75,0.85714287,0.64285713,1.3473054,1.7964072,0.47714287,1.0636942,8.75,0.0,2.236,-0.14285715,-0.057142857,0.25714287,0.34285715,0.21570955,0.6291529,0.31007043,1.5411035,32.005383,0.6788225,-13.495733,1.6666666,1.4444444,1.1538461,0.8666667,1.5411035,0.5,1.25,1,0.6253
4,CHINA - SUPER LEAGUE,2024-06-07,08:35,Shanghai Shenhua,Shandong Taishan,1.65,4.0,4.5,1.65,2.2,1.67,2.1,2.3636363,1.06794,0.45182076,0.32284293,0.22141701,0.68583506,0.36793995,0.14920384,0.40551138,2.2727273,1.2128786,0.53366655,0.45454547,0.6555548,1.4422206,1.8181819,1.5850542,0.8717798,0.6758028,0.16560417,1.4742651,3.3057852,0.833854,0.37190083,0.8012336,1.5454545,1.1570839,0.7487013,0.4482403,0.53225356,1.187429,0.49445274,0.15068245,0.3047459,1.2727273,1.0523489,0.82684547,1.0,1.2060454,1.2060454,0.27272728,1.2128786,4.4472213,0.47622496,0.16652647,1.6198347,0.82684547,2.4545455,0.4913518,0.6060606,0.25,0.22222222,0.6060606,0.45454547,0.5988024,0.47619048,2.4242425,2.7272727,0.4125,1.125,0.36666667,0.8888889,0.4125,0.55,0.48622915,0.4159292,0.46341464,0.05882353,0.4159292,0.36666667,1.125,0.4125,1.0,2.7272727,0.4125,0.98802394,10.15,0.818,2.225,-0.23152709,0.049261082,0.16256158,0.44334975,0.44978905,1.5217862,0.5135341,3.7275999,49.600094,0.7778175,-15.376251,2.040404,1.2727273,1.6031746,0.62376237,3.7275999,0.5,2.35,1,0.969
5,FINLAND - YKKONEN,2024-06-07,10:00,JJK Jyvaskyla,Rovaniemi,1.62,4.2,3.75,1.44,2.7,1.5,2.5,0.72727275,1.1354542,1.5612495,0.44203812,0.41877812,0.9473801,0.52895033,0.08214724,0.15530236,1.1818181,1.1134044,0.94211143,2.090909,1.2398347,0.5929644,-0.90909094,1.5048132,-1.6552945,0.39407974,0.14374572,0.78794897,3.1515152,0.41752666,3.1363637,0.82655644,1.4545455,1.4373989,0.98821175,0.76093906,1.0362426,1.3617944,0.56104153,0.14175113,0.2526571,1.4545455,1.9241828,1.3228756,1.5454545,1.3726971,0.88821584,-0.09090909,2.391445,-26.305893,0.29666457,0.10086668,3.878788,0.7215685,1.2878788,1.6472366,0.61728394,0.23809524,0.26666668,0.6944444,0.37037036,0.6666667,0.4,2.5925925,2.3148148,0.3857143,0.89285713,0.432,1.12,0.34285715,0.64285713,0.46097565,0.44329897,0.39664805,0.056603774,0.4893617,0.432,0.89285713,0.3857143,1.125,2.6041667,0.34285715,0.96,9.57,-0.727,2.573,-0.26959246,-0.047021944,0.169279,0.39184952,0.43202224,1.3781509,0.5178641,3.3757665,52.21738,1.7819091,-32.210926,2.1185186,1.4172839,1.4947735,0.66899765,3.3757665,0.45,2.58,1,0.8697
6,FINLAND - YKKONEN,2024-06-07,10:00,Jazz Pori,Keski-Uusimaa,1.48,4.2,5.0,1.3,3.5,1.4,2.75,1.5,1.5,1.0,0.3287503,0.21008135,0.6390301,0.48821658,0.19790132,0.4053556,2.1666667,1.9507834,0.90036154,2.0,1.1547005,0.57735026,0.16666667,2.608746,15.652476,0.63199705,0.22365561,1.3993319,2.3636363,1.788218,4.3636365,0.52923775,0.33333334,0.47140452,1.4142135,0.8577233,0.6169125,0.7192442,0.41418892,0.021843933,0.052739058,1.5,1.118034,0.74535596,2.6666667,1.1055416,0.4145781,-1.1666666,1.3437096,-1.1517512,0.22360258,0.10266126,3.1363637,0.5347119,3.1515152,0.9354583,0.6756757,0.23809524,0.2,0.7692308,0.2857143,0.71428573,0.36363637,2.837838,3.3783784,0.35238096,1.1904762,0.296,0.84,0.30952382,0.8333333,0.58131605,0.47887325,0.54320985,0.08695652,0.5272727,0.296,1.1904762,0.35238096,1.1384616,3.8461537,0.30952382,0.9285714,10.68,1.167,1.971,-0.25468165,0.074906364,0.13857678,0.4681648,0.5183174,1.84521,0.62881005,4.519823,53.673176,3.11127,-47.72631,2.227027,1.2756757,1.7457627,0.57281554,4.519823,0.8,2.72,1,0.9854
7,BRAZIL - SERIE B,2024-06-07,11:00,America MG,Operario,1.65,3.4,6.0,2.25,1.62,2.2,1.62,1.9090909,1.2398347,0.64943725,0.4008115,0.42366442,1.0570166,0.47760084,0.13934454,0.29175943,1.4545455,1.0756508,0.73951,1.1818181,1.0285189,0.8702853,0.27272728,1.7104443,6.2716293,0.47723323,0.18184738,0.96588933,1.1900827,1.3146844,0.8595041,1.4142135,1.3636364,1.2984415,0.95219046,0.24375497,0.28059992,1.1511556,0.65847874,0.04855937,0.07374479,0.6363636,0.7713892,1.212183,0.72727275,0.9620914,1.3228756,-0.09090909,1.5048132,-16.552946,0.33006755,0.122963734,0.46280992,1.0606601,0.72727275,0.9620914,0.6060606,0.29411766,0.16666667,0.44444445,0.61728394,0.45454547,0.61728394,2.060606,3.6363637,0.4852941,1.7647059,0.275,0.56666666,0.6617647,0.4764706,0.51903707,0.34653464,0.5686275,0.27659574,0.20353982,0.275,1.7647059,0.4852941,0.73333335,2.6666667,0.6617647,1.0227273,11.05,0.545,2.538,-0.15837105,0.23529412,0.14932127,0.54298645,0.5942436,2.1887972,0.5790938,5.3614364,41.185925,0.89095455,17.484426,1.9848485,1.1060606,1.7945205,0.55725193,5.3614364,2.6,1.75,1,0.9835
8,ICELAND - BESTA DEILD KARLA,2024-06-07,11:00,Akranes,Kopavogur,1.55,4.35,4.9,1.38,2.8,1.47,2.5,2.0,1.3483998,0.6741999,1.1562911,0.7515924,0.6500028,0.25119576,0.12759991,0.50797,2.4545455,1.3726971,0.559247,1.6363636,0.97912085,0.59835166,0.8181818,1.5266232,1.8658729,0.34227622,0.12266275,1.3984108,4.909091,0.68634856,3.4214876,0.4682752,0.8181818,1.1134044,1.3608277,0.56122655,0.44653845,0.79564744,0.4263004,0.09828935,0.23056358,0.90909094,0.66804266,0.73484695,1.9090909,1.6762809,0.8780519,-1.0,1.7056057,-1.7056057,0.2540609,0.07672258,1.2396694,0.48989794,2.7768595,1.152443,0.6451613,0.22988506,0.20408164,0.7246377,0.35714287,0.6802721,0.4,2.8064516,3.1612904,0.35632184,1.1264368,0.31632653,0.8877551,0.31724137,0.6436782,0.56189734,0.47457626,0.51937985,0.05945946,0.5183246,0.31632653,1.1264368,0.35632184,1.1231884,3.5507247,0.31724137,0.93877554,10.8,1.182,2.462,-0.25925925,0.050925925,0.14351852,0.4537037,0.49903455,1.7965244,0.60410565,4.400568,54.462322,2.0081832,-35.374752,2.1395655,1.2574062,1.7015706,0.5876923,4.400568,0.55,2.8,1,0.9813
9,ICELAND - BESTA DEILD KARLA,2024-06-07,11:00,KR Reykjavik,Stjarnan,2.18,4.0,2.67,1.31,3.15,1.31,3.15,1.0909091,1.2398347,1.1365151,0.67865723,0.58197343,0.8575366,0.40046507,0.17570144,0.43874347,1.9090909,1.1642044,0.6098214,2.3636363,1.2984415,0.54934067,-0.45454547,1.5587662,-3.4292855,0.5007878,0.14254418,1.2049394,4.6859503,0.4743055,3.4380164,0.89267856,1.0909091,1.443137,1.3228756,0.56192094,0.38747796,0.6895596,0.4077572,0.13379726,0.32812977,1.6363636,1.2264307,0.74948543,2.0,1.6514456,0.8257228,-0.36363637,2.2268088,-6.1237245,0.42228314,0.13808177,3.2727273,0.6132153,2.7272727,1.2110602,0.4587156,0.25,0.37453184,0.7633588,0.31746033,0.7633588,0.31746033,1.8348624,1.2247707,0.545,0.6675,0.8164794,1.4981273,0.3275,0.7875,0.23744398,0.29449838,0.10103093,0.1994003,0.5065913,0.8164794,0.6675,0.545,1.6641221,2.038168,0.3275,1.0,8.85,0.0,2.683,-0.20564972,-0.15028249,0.24632768,0.30169493,0.31923854,0.9417537,0.4425706,2.306816,42.302193,2.602153,-42.614056,1.7506787,1.5823112,1.1064061,0.9038273,2.306816,1.33,1.82,1,0.7705
10,ICELAND - BESTA DEILD KARLA,2024-06-07,14:00,Valur,Fylkir,1.35,5.6,6.2,1.23,3.7,1.42,2.65,2.1818182,1.1134044,0.51031035,0.7644757,0.5266104,0.6888517,0.3104721,0.15293808,0.49259847,2.6363637,1.4316378,0.54303503,1.3636364,1.06794,0.78315604,1.2727273,2.0928845,1.6444092,0.5330684,0.12850419,1.5847161,3.8347108,0.98425096,2.7272727,0.53397,0.8181818,1.1134044,1.3608277,0.75471276,0.40797192,0.5405658,0.2802169,0.08331225,0.29731345,1.4545455,0.78202957,0.53764534,2.4545455,1.5587662,0.6350529,-1.0,1.7056057,-1.7056057,0.2915794,0.091667734,3.4380164,0.33085868,4.6859503,0.8164966,0.7407407,0.17857143,0.16129032,0.8130081,0.27027026,0.70422536,0.3773585,4.148148,4.5925927,0.24107143,1.1071428,0.21774194,0.9032258,0.21964286,0.66071427,0.74729097,0.6115108,0.6423841,0.050847456,0.63982433,0.21774194,1.1071428,0.24107143,1.097561,5.0406504,0.21964286,0.86619717,13.15,1.364,2.227,-0.3231939,0.045627378,0.102661595,0.4714829,0.6031981,2.6440184,0.743611,6.4764957,64.798874,3.4931076,-51.002335,2.3835125,1.2246118,1.9463415,0.51378447,6.4764957,0.6,4.25,1,0.9955
