,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-06-15,02:00:00,JAPAN - J2 LEAGUE,Hokkaido Consadole Sapporo,FC Imabari,2.58,2.82,3.4,14.0,1.2446334
2,2025-06-15,02:00:00,JAPAN - J2 LEAGUE,Toyama,Fujieda MYFC,2.74,2.76,3.3,13.5,1.2446334
3,2025-06-15,02:00:00,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Iwaki,2.46,3.25,3.15,12.5,1.2446333
4,2025-06-15,04:00:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Vegalta Sendai,3.35,2.3,3.4,10.5,1.2446524
5,2025-06-15,05:00:00,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Omiya,2.44,2.94,3.75,18.0,1.2446525
6,2025-06-15,05:00:00,JAPAN - J2 LEAGUE,Iwata,Ehime,1.8,5.0,3.95,44.0,1.2446358
7,2025-06-15,06:00:00,JAPAN - J2 LEAGUE,Oita Trinita,Blaublitz,2.2,4.3,3.05,11.5,1.2446525
8,2025-06-15,06:30:00,JAPAN - J2 LEAGUE,Kofu,Kumamoto,2.56,3.0,3.35,10.5,1.2446526
9,2025-06-15,07:00:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Busan,2.92,2.5,3.4,22.0,1.2446382
10,2025-06-15,07:00:00,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Incheon,2.86,2.64,3.2,22.0,1.244653
11,2025-06-15,07:00:00,SOUTH KOREA - K LEAGUE 2,Hwaseong FC,Ansan Greeners,2.2,3.45,3.5,22.0,1.2446613
12,2025-06-15,09:00:00,FINLAND - YKKONEN,KuPS Akatemia,Rovaniemi,2.4,2.7,4.0,48.0,1.2448157
13,2025-06-15,09:30:00,NORWAY - OBOS-LIGAEN,Start,Lyn,1.81,4.3,4.2,38.0,1.2444748
14,2025-06-15,11:00:00,NORWAY - OBOS-LIGAEN,Egersund,Ranheim,2.18,3.2,4.0,18.5,1.2444748
15,2025-06-15,12:00:00,NORWAY - OBOS-LIGAEN,Mjondalen,Moss,3.55,2.08,3.8,18.0,1.244474
16,2025-06-15,12:00:00,NORWAY - OBOS-LIGAEN,Raufoss,Odd,3.55,2.12,3.75,11.5,1.2444768
17,2025-06-15,12:00:00,NORWAY - OBOS-LIGAEN,Asane,Skeid,1.72,5.1,4.1,44.0,1.2444769
18,2025-06-15,14:15:00,NORWAY - OBOS-LIGAEN,Aalesund,Stabaek,1.96,3.9,3.95,40.0,1.2444767
19,2025-06-15,15:00:00,URUGUAY - PRIMERA DIVISION,River Plate,Penarol,8.2,1.49,4.3,14.0,1.2446537
20,2025-06-15,16:00:00,BRAZIL - SERIE B,Atletico GO,Coritiba,2.42,3.75,3.0,9.4,1.2446518
21,2025-06-15,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Academia de Balompie Bo,Club Independiente Petr,1.91,3.55,4.0,55.0,1.2446597
22,2025-06-15,16:00:00,BRAZIL - SERIE B,Novorizontino,Cuiaba,2.04,5.0,3.0,22.0,1.244652
23,2025-06-15,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Balompie Boliviano,Club Independient,1.71,3.9,3.35,26.0,1.2446597
24,2025-06-15,17:00:00,PERU - LIGA 1,Ayacucho Futbol Club,U. de Deportes,7.8,1.53,4.1,29.0,1.244562
25,2025-06-15,18:15:00,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Always Ready,1.9,3.7,4.2,70.0,1.2446594
26,2025-06-15,20:30:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Wilstermann,1.53,5.4,4.3,29.0,1.2446496
