Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ITALY - SERIE C,15/10/2023,09:00,Giana Erminio,Pro Vercelli,2.25,3.0,3.35
2,NETHERLANDS - EERSTE DIVISIE,15/10/2023,09:30,Willem II,Den Bosch,1.45,4.75,6.5
3,SPAIN - LALIGA2,15/10/2023,11:15,Andorra,Alcorcon,2.05,3.0,4.2
4,SPAIN - PRIMERA RFEF,15/10/2023,11:15,Barcelona B,Teruel,1.73,3.25,4.33
5,NIGERIA - NPFL,15/10/2023,12:00,Sporting Lagos,Doma United,1.7,3.0,6.1
6,NIGERIA - NPFL,15/10/2023,12:00,Shooting,Gombe,1.62,3.05,6.8
7,NIGERIA - NPFL,15/10/2023,12:00,Rivers United,Kwara,1.4,3.7,9.5
8,NIGERIA - NPFL,15/10/2023,12:00,Enyimba,Akwa United,1.62,3.25,6.2
9,NIGERIA - NPFL,15/10/2023,12:00,Enugu Rangers,Niger Tornadoes,1.8,3.2,4.45
10,NIGERIA - NPFL,15/10/2023,12:00,Bayelsa United,Remo Stars,1.75,3.35,4.5
11,SPAIN - LALIGA2,15/10/2023,13:30,Eibar,Huesca,1.57,3.6,7.0
12,SPAIN - PRIMERA RFEF,15/10/2023,15:00,Real Madrid B,Sanluqueno,1.8,3.1,4.2
13,URUGUAY - PRIMERA DIVISION,15/10/2023,15:15,River Plate,Boston River,2.45,3.2,2.9
14,COLOMBIA - PRIMERA A,15/10/2023,18:00,Aguilas,Petrolera,1.7,3.6,5.5
15,COLOMBIA - PRIMERA A,15/10/2023,20:10,Dep. Cali,America De Cali,2.7,3.1,2.8
16,PANAMA - LPF,15/10/2023,20:15,Herrera,Deportivo Universitario,2.12,3.1,3.35
