,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-15,10:00:00,SERBIA - PRVA LIGA,Mladost GAT,Smederevo,1.32,3.45,3.1,1000.0,1.2344185
2,2024-10-15,13:00:00,ESTONIA - ESILIIGA,Paide Linnameeskond U21,Tallinna Kalev U21,2.42,1.82,4.5,1000.0,1.234431
3,2024-10-15,14:00:00,URUGUAY - PRIMERA DIVISION,Liverpool M.,Wanderers,2.26,3.35,3.45,14.5,1.2343731
4,2024-10-15,15:45:00,WALES - CYMRU PREMIER,Bala,Connahs Q.,2.48,3.05,3.05,14.0,1.2344159
5,2024-10-15,15:45:00,WALES - CYMRU PREMIER,Caernarfon,Aberystwyth,1.21,13.0,7.2,75.0,1.2344155
6,2024-10-15,15:45:00,WALES - CYMRU PREMIER,Briton Ferry Llansawel,Haverfordwest,8.4,1.39,4.6,8.2,1.2344158
7,2024-10-15,15:45:00,WALES - CYMRU PREMIER,Newtown,Barry,2.26,2.98,3.55,16.5,1.2344157
8,2024-10-15,15:45:00,WALES - CYMRU PREMIER,TNS,Flint Town United,1.09,40.0,10.0,1000.0,1.2344157
9,2024-10-15,15:45:00,WALES - CYMRU PREMIER,Cardiff Metropolitan,Penybont,6.0,1.61,3.8,9.4,1.2344152
10,2024-10-15,19:30:00,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Chico,1.92,5.1,3.25,14.0,1.2342163
