,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A
1,AUSTRALIA - A-LEAGUE,2024-12-03,05:00,Melbourne City,WS Wanderers,1.850000023841858,3.75,3.799999952316284
2,INDIA - ISL,2024-12-03,11:00,Mumbai City,North East Utd,1.450000047683716,4.329999923706055,5.75
3,EGYPT - PREMIER LEAGUE,2024-12-03,16:30,El Gouna,Zamalek,3.5,3.3,2.0
4,EGYPT - PREMIER LEAGUE,2024-12-03,16:30,ZED,Al Masry,3.55,2.75,2.25
5,MOROCCO - BOTOLA PRO,2024-12-03,19:00,Wydad,IR Tanger,1.450000047683716,3.799999952316284,6.0
6,BOLIVIA - DIVISION PROFESIONAL,2024-12-03,21:00,Independiente,Universitario de Vinto,1.950000047683716,3.400000095367432,3.799999952316284
7,ARGENTINA - COPA DE LA LIGA PROFESIONAL,2024-12-03,21:15,Central Cordoba,Belgrano,2.75,3.0,2.7
