,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/12/2023,06:00,ROMANIA - LIGA 2,Unirea Dej,Mioveni,4.05,3.1,1.95,2.35,2.1,1.65,1.1,1.57,1.47,7.3,1.06
2,02/12/2023,06:00,ROMANIA - LIGA 2,CSM Slatina,Progresul Spartac,1.37,4.3,8.5,2.02,2.37,1.52,1.07,1.44,1.34,5.9,1.1
3,02/12/2023,06:00,ROMANIA - LIGA 2,Metaloglobus Bucharest,Tunari,1.65,3.6,5.0,2.02,1.98,1.75,1.07,1.44,1.34,5.9,1.1
4,02/12/2023,08:00,BELARUS - VYSSHAYA LIGA,Energetik-BGU,Slavia Mozyr,3.11,3.3,2.26,2.07,1.82,1.94,1.03,1.43,1.32,6.85,1.06
5,02/12/2023,08:00,RUSSIA - PREMIER LEAGUE,Fakel Voronezh,Baltika,2.39,3.28,3.43,2.58,2.08,1.71,1.06,1.54,1.45,9.2,1.02
6,02/12/2023,09:00,SERBIA - PRVA LIGA,Sloboda,Radnicki S. Mitrovica,2.62,3.0,2.52,2.25,1.95,1.81,1.06,1.5,1.43,9.0,1.03
7,02/12/2023,09:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Sabail,2.07,3.25,3.35,2.15,1.93,1.7,1.05,1.47,1.39,8.2,1.03
8,02/12/2023,10:00,URUGUAY - PRIMERA DIVISION,Fenix,Wanderers,2.2,3.3,3.2,2.25,2.0,1.73,1.08,1.5,1.4,10.0,1.06
9,02/12/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Noordwijk,De Treffers,4.05,3.6,1.78,1.7,1.62,2.02,1.01,1.32,1.22,5.2,1.12
12,02/12/2023,11:00,SERBIA - PRVA LIGA,Macva,Smederevo,2.5,3.05,2.62,2.32,2.02,1.75,1.06,1.5,1.47,8.45,1.04
13,02/12/2023,11:00,NORWAY - OBOS-LIGAEN,Hodd,Lyn,2.0,4.0,2.75,1.7,1.62,2.2,1.03,1.33,1.22,5.0,1.17
11,02/12/2023,11:00,IRAQ - SUPER LEAGUE,Al Shorta,Al Naft,1.6,3.25,5.7,1.98,2.03,1.75,1.04,1.45,1.33,6.8,1.07
10,02/12/2023,11:00,SLOVAKIA - NIKE LIGA,Banska Bystrica,Dun. Streda,3.2,3.5,2.12,1.7,1.57,2.27,1.04,1.37,1.23,4.45,1.18
14,02/12/2023,11:30,SERBIA - SUPER LIGA,Mladost,Zeleznicar Pancevo,2.25,3.25,3.05,2.15,1.87,1.83,1.08,1.5,1.38,6.3,1.08
15,02/12/2023,11:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Petrovac,Buducnost,4.55,3.55,1.7,1.82,1.75,1.87,1.02,1.38,1.26,6.0,1.09
24,02/12/2023,12:00,SCOTLAND - PREMIERSHIP,Motherwell,Dundee FC,2.25,3.3,3.2,2.05,1.8,1.95,1.07,1.44,1.33,7.0,1.1
23,02/12/2023,12:00,SCOTLAND - CHAMPIONSHIP,Morton,Dundee Utd,5.25,4.33,1.5,1.73,1.83,1.83,1.04,1.33,1.22,4.5,1.17
22,02/12/2023,12:00,SCOTLAND - LEAGUE ONE,Alloa,Annan,1.8,3.8,4.2,1.62,1.57,2.25,1.03,1.29,1.17,4.33,1.2
21,02/12/2023,12:00,SCOTLAND - LEAGUE TWO,Elgin City,Clyde,2.2,3.4,3.1,1.9,1.67,2.1,1.05,1.36,1.25,5.5,1.13
25,02/12/2023,12:00,ENGLAND - FA CUP,Cambridge Utd,Fleetwood,2.5,3.25,2.88,1.85,1.67,2.1,1.05,1.36,1.25,6.0,1.13
19,02/12/2023,12:00,SPAIN - PRIMERA RFEF,Sestao,Lugo,2.75,2.88,2.5,2.63,2.2,1.62,1.11,1.57,1.53,9.0,1.04
16,02/12/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Akhdoud,Al Ettifaq,4.0,3.6,1.75,1.75,1.73,2.0,1.04,1.33,1.22,5.0,1.14
20,02/12/2023,12:00,SCOTLAND - LEAGUE TWO,Forfar Athletic,Stranraer,2.05,3.4,3.5,1.9,1.73,2.0,1.05,1.36,1.25,5.5,1.13
18,02/12/2023,12:00,SPAIN - PRIMERA RFEF,CF Intercity,Merida AD,1.62,3.5,4.75,2.35,2.38,1.53,1.07,1.5,1.44,8.0,1.06
17,02/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Burnley,Sheffield Utd,1.8,3.6,4.5,2.09,1.8,1.95,1.06,1.4,1.33,7.0,1.1
26,02/12/2023,12:15,SPAIN - LALIGA2,FC Cartagena SAD,Gijon,3.2,3.2,2.4,2.3,1.91,1.8,1.08,1.5,1.4,10.0,1.06
27,02/12/2023,12:15,SPAIN - LALIGA2,Eldense,Tenerife,2.4,3.1,3.25,2.6,2.2,1.62,1.11,1.57,1.5,13.0,1.04
28,02/12/2023,12:15,ITALY - SERIE C,Monterosi,ACR Messina,2.27,3.0,3.25,2.32,1.98,1.75,1.1,1.57,1.45,7.2,1.06
29,02/12/2023,12:15,MALTA - PREMIER LEAGUE,Balzan,Sirens,1.83,3.4,4.0,1.93,1.78,1.82,1.04,1.42,1.3,6.15,1.09
30,02/12/2023,12:30,IVORY COAST - LIGUE 1,Lys Sassandra,Mouna,2.57,2.85,2.7,2.79,2.23,1.62,1.1,1.6,1.57,10.0,1.02
31,02/12/2023,13:00,AUSTRIA - BUNDESLIGA,A. Klagenfurt,Hartberg,2.9,3.4,2.4,1.83,1.67,2.1,1.04,1.36,1.25,6.0,1.13
32,02/12/2023,13:00,ALBANIA - SUPERLIGA,Skenderbeu,Erzeni,2.18,3.05,3.1,2.07,1.86,1.9,1.04,1.45,1.36,7.1,1.06
34,02/12/2023,13:30,POLAND - EKSTRAKLASA,Widzew Lodz,Radomiak Radom,2.25,3.3,3.1,1.9,1.7,2.05,1.05,1.4,1.25,6.0,1.13
33,02/12/2023,13:30,QATAR - QSL,Al Ahli Doha,Al Rayyan,3.1,3.95,2.0,1.37,1.37,2.87,1.02,1.23,1.12,2.92,1.35
35,02/12/2023,14:30,SPAIN - LALIGA2,Zaragoza,Leganes,2.75,3.0,2.88,2.88,2.25,1.57,1.13,1.62,1.57,15.0,1.03
36,02/12/2023,14:30,ITALY - SERIE C,Pro Patria,Atalanta U23,3.05,2.95,2.42,2.35,2.0,1.72,1.1,1.57,1.47,7.3,1.06
37,02/12/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Wehda,2.38,3.4,2.63,1.8,1.67,2.1,1.04,1.36,1.25,5.0,1.14
38,02/12/2023,15:00,PORTUGAL - LIGA PORTUGAL,Famalicao,FC Porto,4.75,3.75,1.62,1.9,1.91,1.91,1.05,1.36,1.29,6.5,1.11
39,02/12/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Independiente Petrolero,Santa Cruz,1.44,3.8,7.0,1.65,1.8,1.91,1.04,1.3,1.18,4.5,1.18
40,02/12/2023,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Anderlecht U23,Beveren,4.0,3.75,1.75,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.2
41,02/12/2023,16:00,POLAND - DIVISION 1,R. Rzeszow,Wisla Plock,3.0,3.5,2.25,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
