,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-07-19,10:00:00,URUGUAY - PRIMERA DIVISION,Central Espanol,Cerro Largo,2.84,2.9,2.96,8.8,1.2600142
2,2026-07-19,12:00:00,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,The Strongest,3.35,2.12,3.95,14.5,1.2600938
3,2026-07-19,13:00:00,PERU - LIGA 1,Los Chankas,Sport Boys,2.02,4.1,3.4,14.0,1.2595172
4,2026-07-19,14:00:00,SERBIA - SUPER LIGA,Vojvodina,OFK Beograd,1.59,5.8,4.2,24.0,1.2601058
5,2026-07-19,14:00:00,SERBIA - SUPER LIGA,Cukaricki,IMT Novi Beograd,2.3,3.35,3.4,13.0,1.2601068
6,2026-07-19,14:00:00,SERBIA - SUPER LIGA,Radnik,Mladost,1.98,4.2,3.3,14.0,1.2601055
7,2026-07-19,21:00:00,PERU - LIGA 1,Alianza Lima,Sport Huancayo,1.45,8.4,4.6,38.0,1.2595171
8,2026-07-19,21:30:00,BOLIVIA - DIVISION PROFESIONAL,Blooming,Tomayapo,1.51,5.8,5.1,950.0,1.2601621
