Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,17/03/2024,02:00,Pohang,Gwangju FC,2.55,3.1,2.7
2,HONG KONG - PREMIER LEAGUE,17/03/2024,05:30,Hong Kong FC,HK U23,1.26,5.7,8.5
3,AUSTRIA - 2. LIGA,17/03/2024,06:30,Bregenz,Dornbirn,1.85,3.8,3.65
4,SPAIN - PRIMERA RFEF,17/03/2024,08:00,Melilla,Granada CF B,2.05,3.1,3.2
5,SERBIA - PRVA LIGA,17/03/2024,10:00,OFK Beograd,Kolubara,1.8,3.25,4.1
6,SWITZERLAND - CHALLENGE LEAGUE,17/03/2024,10:15,Vaduz,Stade Nyonnais,2.2,3.7,2.82
7,SWITZERLAND - SUPER LEAGUE,17/03/2024,10:15,Zurich,Lausanne Ouchy,1.45,4.5,6.5
8,UZBEKISTAN - SUPER LEAGUE,17/03/2024,10:45,OKMK,Din. Samarkand,1.55,3.9,5.2
9,POLAND - DIVISION 1,17/03/2024,11:00,Leczna,Pruszkow,2.25,3.0,3.25
10,MONTENEGRO - PRVA CRNOGORSKA LIGA,17/03/2024,11:00,Decic,Sutjeska,2.42,3.05,2.9
11,BELARUS - VYSSHAYA LIGA,17/03/2024,11:00,Shakhtyor Soligorsk,Vitebsk,1.93,3.52,4.01
12,CROATIA - HNL,17/03/2024,11:00,Istra 1961,Gorica,2.0,3.2,3.8
13,SPAIN - PRIMERA RFEF,17/03/2024,12:00,R. Union,R. Sociedad B,2.5,2.88,2.8
14,NIGERIA - NPFL,17/03/2024,12:00,Sporting Lagos,Kwara,1.7,3.1,5.7
15,NIGERIA - NPFL,17/03/2024,12:00,Katsina Utd,Plateau United,2.22,2.92,3.35
16,NIGERIA - NPFL,17/03/2024,12:00,Gombe,Akwa United,2.0,2.92,4.0
17,NIGERIA - NPFL,17/03/2024,12:00,Enugu Rangers,Lobi Stars,1.72,3.15,5.2
18,GHANA - PREMIER LEAGUE,17/03/2024,12:00,Bibiani Gold Stars,Bofoakwa Tano,1.72,2.95,5.3
19,GHANA - PREMIER LEAGUE,17/03/2024,12:00,Nations FC,Berekum Chelsea,1.72,3.15,4.85
20,BULGARIA - PARVA LIGA,17/03/2024,12:45,CSKA Sofia,Botev Plovdiv,1.53,4.0,7.0
21,ALBANIA - SUPERLIGA,17/03/2024,13:00,KF Tirana,Dinamo Tirana,1.75,3.25,4.4
22,ROMANIA - LIGA 1,17/03/2024,13:15,FC Hermannstadt,Din. Bucuresti,1.91,3.1,4.0
23,SLOVENIA - PRVA LIGA,17/03/2024,13:30,Maribor,Koper,1.85,3.5,3.9
24,SENEGAL - LIGUE 1,17/03/2024,13:30,Jaraaf,US Goree,2.6,2.32,3.4
25,SLOVAKIA - NIKE LIGA,17/03/2024,13:30,Slovan Bratislava,Trnava,1.7,3.55,5.1
26,NIGERIA - NPFL,17/03/2024,13:30,Shooting,Remo Stars,1.93,3.0,4.25
27,SPAIN - LALIGA2,17/03/2024,14:30,Zaragoza,Espanyol,2.55,2.9,3.1
28,SPAIN - LALIGA2,17/03/2024,14:30,Elche,Albacete,1.73,3.4,5.75
29,ARGENTINA - PRIMERA NACIONAL,17/03/2024,15:00,Arsenal Sarandi,Talleres (R.E),2.0,3.4,4.0
30,IVORY COAST - LIGUE 1,17/03/2024,15:00,ASEC Mimosas,Mouna,1.55,3.45,5.8
31,ARGENTINA - PRIMERA NACIONAL,17/03/2024,16:00,Guillermo Brown,San Miguel,2.1,2.9,3.75
32,ARGENTINA - PRIMERA NACIONAL,17/03/2024,16:30,Racing Cordoba,Alvarado,2.1,3.1,4.0
33,CHILE - PRIMERA DIVISION,17/03/2024,18:00,Palestino,Union La Calera,1.91,3.4,4.33
34,ARGENTINA - PRIMERA NACIONAL,17/03/2024,18:00,San Martin T.,CA Estudiantes,2.0,3.1,4.33
35,COLOMBIA - PRIMERA A,17/03/2024,18:10,Dep. Cali,Patriotas,1.6,3.8,6.0
36,ARGENTINA - COPA DE LA LIGA PROFESIONAL,17/03/2024,18:30,River Plate,Gimnasia L.P.,1.36,5.0,8.5
