Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,02/10/2023,10:00,Hunedoara,Mioveni,1.7,3.5,4.9
2,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,02/10/2023,13:00,Zeljeznicar,Siroki Brijeg,1.75,3.4,4.45
3,SWEDEN - SUPERETTAN,02/10/2023,14:00,Utsikten,AFC Eskilstuna,1.75,3.8,4.33
4,SERBIA - SUPER LIGA,02/10/2023,14:00,Vozdovac,Novi Pazar,2.15,3.2,3.35
5,SWEDEN - ALLSVENSKAN,02/10/2023,14:10,Malmo FF,Brommapojkarna,1.29,6.0,9.0
6,ENGLAND - FA CUP,02/10/2023,15:30,Chelmsford,Bromsgrove,1.73,4.41,4.73
7,PORTUGAL - LIGA PORTUGAL 2,02/10/2023,16:15,Torreense,Os Belenenses,1.7,3.25,5.0
8,PARAGUAY - PRIMERA DIVISION,02/10/2023,18:00,Sp. Luqueno,Guairena,1.83,3.6,4.2
9,BRAZIL - SERIE A,02/10/2023,20:00,Botafogo RJ,Goias,1.5,4.0,7.5
10,COLOMBIA - PRIMERA A,02/10/2023,22:10,Huila,La Equidad,2.4,3.1,3.2
