Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
3,20/04/2024,13:15,ENGLAND - FA CUP,Manchester City,Chelsea,1.65,4.0,5.0,1.53,1.57,2.25,1.03,1.29,1.17,4.0,1.22
4,20/04/2024,13:30,SPAIN - LALIGA2,Elche,Gijon,1.7,3.6,5.25,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
5,20/04/2024,13:30,ITALY - SERIE C,Legnago Salus,Alessandria,1.57,3.5,5.3,2.07,2.1,1.57,1.04,1.45,1.37,7.95,1.05
6,20/04/2024,13:30,RUSSIA - PREMIER LEAGUE,CSKA Moscow,Akhmat Grozny,1.53,4.68,6.73,1.82,1.88,1.88,1.01,1.34,1.22,4.95,1.12
7,20/04/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Groningen,Cambuur,1.4,4.5,7.0,1.53,1.73,2.0,1.03,1.29,1.17,4.0,1.22
8,20/04/2024,16:30,PORTUGAL - LIGA PORTUGAL,Braga,Vizela,1.25,5.75,12.0,1.48,1.91,1.91,1.02,1.25,1.14,3.75,1.25
9,20/04/2024,16:30,BRAZIL - SERIE B,Santos,Paysandu PA,1.37,4.6,8.25,1.91,2.25,1.57,1.06,1.42,1.3,5.6,1.12
10,20/04/2024,17:30,PERU - LIGA 1,ADT Tarma,Cesar Vallejo,1.75,3.3,4.75,2.1,1.91,1.8,1.07,1.44,1.33,8.0,1.08
11,20/04/2024,18:00,URUGUAY - PRIMERA DIVISION,Nacional,Rampla Juniors,1.25,5.0,13.0,1.88,2.63,1.44,1.05,1.36,1.25,6.0,1.13
12,20/04/2024,18:30,BRAZIL - SERIE A,Gremio,Cuiaba,1.62,3.6,6.5,2.08,2.05,1.7,1.07,1.44,1.36,7.0,1.1
13,20/04/2024,18:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Estudiantes L.P.,Barracas Central,1.67,3.6,5.75,2.1,2.0,1.73,1.07,1.44,1.33,8.0,1.08
14,20/04/2024,19:05,ARGENTINA - PRIMERA NACIONAL,Colon Santa Fe,Temperley,1.73,3.6,5.25,2.5,2.38,1.53,1.1,1.53,1.5,11.0,1.05
15,20/04/2024,20:10,COLOMBIA - PRIMERA A,Junior,Once Caldas,1.75,3.5,5.25,2.15,2.0,1.73,1.08,1.44,1.36,9.0,1.07
16,20/04/2024,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,El Paso,1.44,4.4,6.3,1.65,1.85,1.85,1.04,1.34,1.22,4.3,1.18
17,20/04/2024,20:30,USA - MLS,Columbus Crew,Portland Timbers,1.57,4.0,6.0,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
18,20/04/2024,20:30,USA - MLS,Inter Miami,Nashville SC,1.45,4.5,7.0,1.48,1.67,2.1,1.02,1.25,1.14,3.75,1.25
19,20/04/2024,21:00,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Sportivo Trinidense,1.36,4.2,7.5,1.67,1.83,1.83,1.03,1.3,1.2,5.0,1.17
20,20/04/2024,21:30,USA - MLS,Houston Dynamo,Austin FC,1.7,3.8,5.0,1.83,1.8,1.95,1.04,1.36,1.25,6.0,1.13
22,20/04/2024,22:05,MEXICO - LIGA MX,U.A.N.L.- Tigres,Necaxa,1.62,4.2,5.0,1.67,1.7,2.05,1.03,1.3,1.2,5.0,1.17
45,20/04/2024,22:30,USA - MLS,Colorado Rapids,FC Dallas,1.7,3.6,5.25,2.0,1.95,1.8,1.05,1.4,1.29,7.0,1.1
