,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BAHRAIN - PREMIER LEAGUE,08/05/2024,13:00,Al Riffa,Al-Ahli Manama,1.55,4.1,5.2
2,ARGENTINA - PRIMERA NACIONAL,08/05/2024,15:00,Patronato,San Miguel,2.4,2.75,3.6
3,SOUTH AMERICA - COPA SUDAMERICANA,08/05/2024,19:00,Sp. Luqueno (Par),Coquimbo (Chi),2.38,3.3,3.0
4,SOUTH AMERICA - COPA LIBERTADORES,08/05/2024,19:00,Talleres Cordoba (Arg),Barcelona SC (Ecu),1.62,3.75,5.75
5,SOUTH AMERICA - COPA LIBERTADORES,08/05/2024,23:00,Millonarios (Col),Bolivar (Bol),1.55,4.2,6.0
6,COSTA RICA - PRIMERA DIVISION,08/05/2024,23:30,Herediano,Puntarenas FC,1.36,4.5,6.0
