,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,h0dMG2AM,16/08/2023,12:30,QATAR - QSL,Al Wakra,Muaither SC,ROUND 1,1.6,4.2,4.84,1.29,3.4,1.01,14.0,1.16,4.33,1.62,2.29,2.42,1.47,4.25,1.17,1.63,2.22,,,,,13.0,15.0,26.0,61.0,7.0,6.5,13.0,31.0,7.0,6.5,11.0,31.0,10.0,9.0,15.0,41.0,201.0
2,zPoRFMPS,16/08/2023,14:30,QATAR - QSL,Al Arabi,Shamal,ROUND 1,1.32,5.2,8.35,1.27,3.54,1.01,14.7,1.14,4.55,1.57,2.4,2.32,1.51,3.96,1.19,1.84,1.92,,,,,14.0,23.0,46.0,151.0,6.5,8.5,21.0,67.0,5.5,6.5,15.0,71.0,7.0,8.0,17.0,61.0,201.0
3,8bclfDN5,16/08/2023,17:00,ARGENTINA - PRIMERA NACIONAL,San Martin T.,Defensores Unidos,ROUND 29,1.62,3.5,6.5,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.75,1.4,1.6,2.3,1.13,5.9,6.0,10.0,29.0,81.0,4.33,7.5,23.0,67.0,6.0,10.0,29.0,81.0,11.0,19.0,51.0,151.0,201.0
4,AwfkQ9Bi,16/08/2023,21:00,ECUADOR - LIGA PRO,Orense,Gualaceo,SECOND STAGE ,1.85,3.6,4.2,1.36,3.0,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.73,2.0,1.85,1.95,1.25,3.8,12.0,13.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,15.0,23.0,41.0,201.0
5,nDhRMB9a,16/08/2023,22:30,PERU - LIGA 1,Alianza Lima,Sport Huancayo,CLAUSURA ,1.5,4.0,6.5,1.37,2.96,1.01,9.5,1.26,3.4,1.95,1.85,3.08,1.31,5.7,1.09,2.0,1.77,1.52,2.6,,,9.5,15.0,34.0,67.0,6.0,8.0,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,29.0,67.0,301.0
