,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,30/06/2023,13:00,EGYPT - PREMIER LEAGUE,Enppi,Pharco,2.46,2.88,3.3,2.57,2.14
2,30/06/2023,15:45,IRELAND - PREMIER DIVISION,Shelbourne,Derry City,3.8,3.1,2.1,2.5,2.1
3,30/06/2023,19:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Forge,2.72,3.25,2.43,2.03,1.75
4,30/06/2023,21:00,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,San Martin S.J.,2.45,2.8,3.5,2.7,2.2
