Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,15/10/2023,15:00,SPAIN - PRIMERA RFEF,R. Sociedad B,Leonesa,2.38,2.9,2.88,2.75,2.38,1.53,1.11,1.62,1.57,10.0,1.03
2,15/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,Atletico Atlanta,1.73,3.3,6.0,2.4,2.2,1.62,1.1,1.5,1.44,11.0,1.05
3,15/10/2023,18:00,COLOMBIA - PRIMERA A,Aguilas,Petrolera,1.7,3.6,5.5,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
