Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,16/12/2023,05:30,Real Kashmir,Lajong,1.78,3.65,4.0
2,INDONESIA - LIGA 1,16/12/2023,09:00,Persija Jakarta,PSS Sleman,1.47,4.15,5.9
3,SLOVENIA - PRVA LIGA,16/12/2023,11:00,Celje,Koper,1.52,4.35,5.3
4,REPUBLIC OF THE CONGO - LIGUE 1,16/12/2023,11:00,Inter Club,Nathalys,2.12,2.84,3.51
5,INDIA - ISL,16/12/2023,11:30,Mumbai City,East Bengal,1.44,4.5,5.75
6,SCOTLAND - PREMIERSHIP,16/12/2023,12:00,Celtic,Hearts,1.25,6.5,10.0
7,ROMANIA - LIGA 1,16/12/2023,12:00,Univ. Craiova,Poli Iasi,1.45,4.33,7.0
8,SPAIN - PRIMERA RFEF,16/12/2023,12:00,Tarazona,Rayo Majadahonda,2.2,2.8,3.5
9,ENGLAND - LEAGUE ONE,16/12/2023,12:00,Oxford Utd,Burton,1.6,3.8,6.0
10,GHANA - PREMIER LEAGUE,16/12/2023,12:00,Nations FC,Hearts of Oak,1.88,3.0,4.05
11,ENGLAND - LEAGUE TWO,16/12/2023,12:00,Walsall,Tranmere,1.95,3.6,3.8
12,ENGLAND - LEAGUE TWO,16/12/2023,12:00,Stockport County,Sutton,1.36,5.0,8.0
13,ITALY - SERIE C,16/12/2023,12:15,Entella,Rimini,1.8,3.4,4.4
14,SENEGAL - LIGUE 1,16/12/2023,13:30,Diambars,Jamono Fatick,2.25,2.8,3.25
15,SLOVENIA - PRVA LIGA,16/12/2023,13:30,Maribor,Aluminij,1.38,4.5,7.4
16,EGYPT - PREMIER LEAGUE,16/12/2023,14:00,Enppi,El Ismaily,2.3,3.0,3.1
17,ITALY - SERIE C,16/12/2023,14:30,AlbinoLeffe,Pergolettese,2.25,3.0,3.35
18,PORTUGAL - LIGA PORTUGAL 2,16/12/2023,15:00,AVS,Pacos Ferreira,2.0,3.25,3.75
19,MOROCCO - BOTOLA PRO,16/12/2023,16:00,Union Touarga,Chabab Mohammedia,1.83,3.1,4.0
20,ANDORRA - PRIMERA DIVISIÓ,16/12/2023,16:30,UE Santa Coloma,Atletic America,1.03,9.75,26.0
21,ITALY - SERIE C,16/12/2023,16:45,Pineto,Spal,2.37,2.9,3.15
