Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
2,18/08/2024,11:00,ESTONIA - MEISTRILIIGA,Paide,Parnu JK Vaprus,1.42,4.3,5.8,1.6,1.78,1.99,12.5,1.3,1.17,4.4,1.15
3,18/08/2024,11:30,SWEDEN - ALLSVENSKAN,GAIS,Halmstad,1.57,4.0,5.5,1.85,1.91,1.91,1.04,1.36,1.25,6.0,1.13
4,18/08/2024,11:30,RUSSIA - PREMIER LEAGUE,Spartak Moscow,Fakel Voronezh,1.4,5.12,9.6,1.91,2.18,1.65,1.01,1.36,1.25,5.4,1.1
5,18/08/2024,12:00,NORTH MACEDONIA - 1. MFL,Shkendija,Rabotnicki,1.42,4.05,6.4,1.78,2.01,1.76,1.01,1.35,1.24,5.7,1.1
6,18/08/2024,13:50,CROATIA - HNL,Hajduk Split,Varazdin,1.45,4.5,6.25,1.75,1.91,1.8,1.04,1.33,1.22,5.5,1.14
7,18/08/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Samgurali,1.65,3.45,4.6,1.93,1.91,1.85,1.03,1.38,1.3,6.6,1.08
8,18/08/2024,16:00,CROATIA - HNL,Rijeka,Istra 1961,1.5,4.33,5.75,1.85,1.91,1.8,1.04,1.36,1.25,6.0,1.13
9,18/08/2024,17:00,PERU - LIGA 1,Los Chankas,Carlos Mannucci,1.42,3.9,7.0,1.62,1.8,1.91,1.03,1.3,1.18,4.5,1.18
10,18/08/2024,18:30,BRAZIL - SERIE A,Athletico-PR,Juventude,1.57,4.0,6.0,2.01,2.0,1.75,1.06,1.4,1.3,6.5,1.11
11,18/08/2024,21:05,MEXICO - LIGA MX,Club Tijuana,Santos Laguna,1.53,4.33,5.75,1.67,1.75,2.0,1.03,1.3,1.2,5.0,1.17
1,17/08/2024,22:00,USA - USL CHAMPIONSHIP,New Mexico,Monterey Bay,1.53,4.05,4.9,1.57,1.7,2.05,1.03,1.29,1.19,4.0,1.21
12,18/08/2024,22:00,MEXICO - LIGA DE EXPANSION MX,Celaya,Dorados de Sinaloa,1.38,4.55,6.9,1.57,1.82,1.78,1.03,1.29,1.19,3.75,1.19
